COMMENT_ID,POST_ID,COMMENTER_ID,COMMENT_TEXT,COMMENT_DATE,AUTHOR_ID
1,o.haru_2025-07-31,sunkyeppi,너무맛있겠다....먹고시퍼ㅜㅜㅜ이맛있는걸 새벽에본 내가잘못이지ㅜㅜ못참구 라면끓이러가요ㅎㅎ 하루님 오늘영상도 잘보고 가요🫶🏻💕💕,2025-07-31,o.haru
2,o.haru_2025-07-31,bbubbeubee,언니완전맛맀게잘먹어요 부러워요그리고너무예쁘거귀여워요,2025-07-31,o.haru
3,o.haru_2025-07-31,rinicism,ㅠㅠㅠ너무맛잇겟다.. 오모리김치찌개 한번도 먹어본적없는데 먹어볼게요!!!!,2025-07-31,o.haru
4,o.haru_2025-07-31,haemi.q,진챠 하루님 먹방 매번 소름..저는 하루도 안빼먹고 오모리 라면만 먹던 시기가 있었답니댜…❤️,2025-07-31,o.haru
5,o.haru_2025-07-31,cocoballl_,저도 오모리 되게 좋아했는데..!!! 안 먹은지 오래돼써요 뚱뚱김밥 넘 맛있어보여요🥹🥰,2025-07-31,o.haru
6,o.haru_2025-07-31,2008_1212_,아 귀여워ㅜㅜㅠ 오모리김치찌개라면꼭머거볼게요❤️❤️,2025-07-31,o.haru
7,o.haru_2025-07-31,c.x0zn,언니는 참 면을 좋아하시는듯여.. 저도한입주세요,2025-07-31,o.haru
8,o.haru_2025-07-31,eldiebdmlqlwlksm,오모리 김치찌개 틈새버전 나온건 몰랐네요? 넘 맛있어보여요!! 항상 잘보고갑니다 대리만족 쩔어요🙏,2025-07-31,o.haru
9,o.haru_2025-07-31,tamdayproject,먹방의 신 하루님,2025-07-31,o.haru
10,o.haru_2025-07-31,lse_t.diary,김밥이랑 라면은 진짜 대박이죠!!>< 저도 라면 최애 못고르겠는데 요즘은 또 진라면이 먹고싶어요!! 오모리 김치찌개 라면은 안먹어 봤는데 맛있겠어요!! 꼬마김밥도 좋아하는데>< 하루님은 그냥김밥과 꼬마김밥중 무슨김밥이 더 좋으시나요!?!!??!!,2025-07-31,o.haru
11,o.haru_2025-07-31,ixoyunho,하루님너무귀여워요,2025-07-31,o.haru
12,o.haru_2025-07-31,j.iiiiiiiii_9,언닝 ㅜ 너무맛잇게먹어서 저두배고파요 ㅠ 말차먹방너무기대돼요!!!,2025-07-31,o.haru
13,o.haru_2025-07-31,ijustloveu3u,와 오모리ㅁㅊㄸ 저거 시험기간때 스카에서 엄청머것다죠.. 진짜맛있어요,2025-07-31,o.haru
14,o.haru_2025-07-31,manduck_x3x,김밥 두께 미쳤다,2025-07-31,o.haru
15,o.haru_2025-07-31,dduk2232_,맵기는 어느정두에요?!!,2025-07-31,o.haru
16,o.haru_2025-07-31,ikarina51,김밥+마요네즈ㅁㅊ당……,2025-07-31,o.haru
17,o.haru_2025-07-31,siyo_on0419,하루님 마녀김밥 로제떡보끼 한번만 드셔주세욥...💗💗,2025-07-31,o.haru
18,o.haru_2025-07-31,yeonui2,오모리 김치 찌개 라면 언제 먹어봐야겠다 츄릅..,2025-07-31,o.haru
19,o.haru_2025-07-31,eunchae.5ve,와 밤인데 군친이 싹 돌아여🤤,2025-07-31,o.haru
20,o.haru_2025-07-31,8sakinyong,라면김밥은정말정말유명하고마싯는조합이죠 와근데 김밥이 진짜 맛있어보여요 ㅜㅜ 저내일 밑에 교정하는데 며칠간 죽 인생을 살아야해서 언니영상보며 버틸게요ㅜㅜ😇💕💕 괜찮아지자마자 라면 김빱조합 먹어야겟어요 새벽에봐서그런지더더..배고픈..😭😭🪽 운니 나중에 족발 먹어쥬세요💕💕💕,2025-07-31,o.haru
21,o.haru_2025-07-31,rafethan.clk,진짜 먹고 싶다... ㅠㅠ,2025-07-31,o.haru
22,o.haru_2025-07-31,nah_bandeira7,14시간좋아요 1개답글 달기,2025-07-31,o.haru
23,o.haru_2025-07-31,cohsub,김밥이 나랑똑같아..... 뚠뚠해..... 마씯겟다저도한입만주세요,2025-07-31,o.haru
24,o.haru_2025-07-31,k.jae_s8,와개맛잇겠다틈새오모리한번도안먹어봣는데도전해봐야겟음,2025-07-31,o.haru
25,o.haru_2025-07-31,seogaeun10,언니 혹시 다음 디저트 영상에는 시원한 투게더에 약과 과자 먹방 올려주시면 안될까요?😍😍😍😍,2025-07-31,o.haru
26,o.haru_2025-07-31,r3mpuia._.fanai,오늘 하루도 멋진 하루 보내시길 바랍니다,2025-07-31,o.haru
27,o.haru_2025-07-31,1xovey0u,"진짜저런김밥은ㄹㅇ 국가에서보호해줘야 함… 김밥안에정의,용기,감동,온기,사랑이모든게전부다들어있음……..",2025-07-31,o.haru
28,o.haru_2025-07-31,2_b.h,하.. 이 시간에 사기야 🫠,2025-07-31,o.haru
29,o.haru_2025-07-31,hongji_yam,이 시간.. 헬스장에 있으면 위험한 이유….,2025-07-31,o.haru
30,o.haru_2025-07-31,hayoeeee,아 짖짜 에바다..하,2025-07-31,o.haru
31,o.haru_2025-07-31,zb1__.s,아틈새는 다좋지틈새러브틈새틈새,2025-07-31,o.haru
32,o.haru_2025-07-29,piaoao0,와ㅈㅉ로개천재다,2025-07-29,o.haru
33,o.haru_2025-07-29,rod_qlc,헙..역시 먹으실줄 아시군요ㅠㅠ🥹🥹🔥🔥,2025-07-29,o.haru
34,o.haru_2025-07-29,phyllis.bluee,저 가루 진짜 뿌링클 맛 나나요?,2025-07-30,o.haru
