COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT,CLEAN_TEXT,LABEL_SCORE_DICT
아누누_20250725_c2,아누누_20250725,@햄찌_s6i,아누누님! 스위즐스 동결건조 있어용! 꼭먹어보세요 엄청 꿀맛❤❤❤❤❤❤,2025-07-30,아누누님! 스위즐스 동결건조 있어용! 꼭먹어보세요 엄청 꿀맛,"{'불평/불만': 0.004530775360763073, '환영/호의': 0.8422982096672058, '감동/감탄': 0.8566561341285706, '지긋지긋': 0.0010215566726401448, '고마움': 0.3295661211013794, '슬픔': 0.0005454871570691466, '화남/분노': 0.0006649043643847108, '존경': 0.1966516077518463, '기대감': 0.87392657995224, '우쭐댐/무시함': 0.02282940037548542, '안타까움/실망': 0.006232682149857283, '비장함': 0.00821217056363821, '의심/불신': 0.0076934113167226315, '뿌듯함': 0.43683141469955444, '편안/쾌적': 0.25211524963378906, '신기함/관심': 0.8084276914596558, '아껴주는': 0.16771769523620605, '부끄러움': 0.0011261098552495241, '공포/무서움': 0.0007021891651675105, '절망': 0.00014366628602147102, '한심함': 0.0020035323686897755, '역겨움/징그러움': 0.00026831141440197825, '짜증': 0.00154522352386266, '어이없음': 0.005808104760944843, '없음': 0.1082838624715805, '패배/자기혐오': 0.00013533650781027973, '귀찮음': 0.0021682591177523136, '힘듦/지침': 0.001076516113243997, '즐거움/신남': 0.816940188407898, '깨달음': 0.19001348316669464, '죄책감': 0.0001367086370009929, '증오/혐오': 0.00033601257018744946, '흐뭇함(귀여움/예쁨)': 0.1173374205827713, '당황/난처': 0.00550242280587554, '경악': 0.0007205337751656771, '부담/안_내킴': 0.0027734253089874983, '서러움': 0.0002052226336672902, '재미없음': 0.0017140669515356421, '불쌍함/연민': 0.0012694847537204623, '놀람': 0.2221245914697647, '행복': 0.42802199721336365, '불안/걱정': 0.00406499532982707, '기쁨': 0.778963565826416, '안심/신뢰': 0.6856345534324646}"
아누누_20250725_c3,아누누_20250725,@히늉파워,원조 어떨지 궁금햇는데 먹어보니까 진짜 향도 대박이고 쫄깃쫄깃 쩔어용 아직 풍선껌맛 밖에 안먹어 봒는데 나머지도 맛있을거 같아서 기대중❤❤,2025-07-29,원조 어떨지 궁금햇는데 먹어보니까 향도 대박이고 쫄깃쫄깃 쩔어용 아직 풍선껌맛 밖에 안먹어 봒는데 나머지도 맛있을거 같아서 기대중,"{'불평/불만': 0.01606488786637783, '환영/호의': 0.689596951007843, '감동/감탄': 0.71743243932724, '지긋지긋': 0.00173256266862154, '고마움': 0.12964759767055511, '슬픔': 0.002721552038565278, '화남/분노': 0.0011271181283518672, '존경': 0.04313903674483299, '기대감': 0.9497002959251404, '우쭐댐/무시함': 0.007958843372762203, '안타까움/실망': 0.048123061656951904, '비장함': 0.006795111112296581, '의심/불신': 0.014939896762371063, '뿌듯함': 0.17224976420402527, '편안/쾌적': 0.11867991834878922, '신기함/관심': 0.7756093144416809, '아껴주는': 0.1257592886686325, '부끄러움': 0.002004259265959263, '공포/무서움': 0.001584801939316094, '절망': 0.0007960021612234414, '한심함': 0.002708348212763667, '역겨움/징그러움': 0.0002842825779225677, '짜증': 0.003362908959388733, '어이없음': 0.009122127667069435, '없음': 0.027878789231181145, '패배/자기혐오': 0.0003334116190671921, '귀찮음': 0.0035197006072849035, '힘듦/지침': 0.0035205448511987925, '즐거움/신남': 0.8438435196876526, '깨달음': 0.11778269708156586, '죄책감': 0.00031298439716920257, '증오/혐오': 0.0002907107409555465, '흐뭇함(귀여움/예쁨)': 0.08875469863414764, '당황/난처': 0.026729824021458626, '경악': 0.002057907171547413, '부담/안_내킴': 0.008669894188642502, '서러움': 0.0006524759810417891, '재미없음': 0.004937830846756697, '불쌍함/연민': 0.0024367603473365307, '놀람': 0.25559893250465393, '행복': 0.3668902516365051, '불안/걱정': 0.018336044624447823, '기쁨': 0.698273241519928, '안심/신뢰': 0.2949676513671875}"
아누누_20250722_c1,아누누_20250722,@조정우-m8z,구미 교촌본점 젭알❤,2025-07-27,구미 교촌본점 젭알,"{'불평/불만': 0.25140857696533203, '환영/호의': 0.4323095381259918, '감동/감탄': 0.06637450307607651, '지긋지긋': 0.07940921187400818, '고마움': 0.07897741347551346, '슬픔': 0.07530803978443146, '화남/분노': 0.03577236458659172, '존경': 0.024898681789636612, '기대감': 0.9199063181877136, '우쭐댐/무시함': 0.04293621703982353, '안타까움/실망': 0.3721214234828949, '비장함': 0.17540909349918365, '의심/불신': 0.0528327114880085, '뿌듯함': 0.056101471185684204, '편안/쾌적': 0.0728488564491272, '신기함/관심': 0.2617482841014862, '아껴주는': 0.2710567116737366, '부끄러움': 0.012398256920278072, '공포/무서움': 0.00804773811250925, '절망': 0.03166637197136879, '한심함': 0.0363418310880661, '역겨움/징그러움': 0.0031380874570459127, '짜증': 0.13587327301502228, '어이없음': 0.03811001032590866, '없음': 0.30393028259277344, '패배/자기혐오': 0.010431143455207348, '귀찮음': 0.09298721700906754, '힘듦/지침': 0.17630314826965332, '즐거움/신남': 0.22857609391212463, '깨달음': 0.06015932187438011, '죄책감': 0.005442188121378422, '증오/혐오': 0.0042292410507798195, '흐뭇함(귀여움/예쁨)': 0.01761017180979252, '당황/난처': 0.10135512799024582, '경악': 0.00643073208630085, '부담/안_내킴': 0.11014073342084885, '서러움': 0.035613052546978, '재미없음': 0.05553362891077995, '불쌍함/연민': 0.054296109825372696, '놀람': 0.026937928050756454, '행복': 0.09088964015245438, '불안/걱정': 0.21482305228710175, '기쁨': 0.13021433353424072, '안심/신뢰': 0.13527525961399078}"
아누누_20250722_c2,아누누_20250722,@박연우-e4u,저거 보니까 레전드 방송사고..치즈 그거 생각나는..ㅋㅋㅋ,2025-07-26,저거 보니까 레전드 방송사고..치즈 그거 생각나는..,"{'불평/불만': 0.11404400318861008, '환영/호의': 0.1746119260787964, '감동/감탄': 0.5796857476234436, '지긋지긋': 0.03105776198208332, '고마움': 0.01639040745794773, '슬픔': 0.16043606400489807, '화남/분노': 0.009115820750594139, '존경': 0.0622926689684391, '기대감': 0.46572431921958923, '우쭐댐/무시함': 0.058141034096479416, '안타까움/실망': 0.727748453617096, '비장함': 0.020781291648745537, '의심/불신': 0.03345746546983719, '뿌듯함': 0.04793544486165047, '편안/쾌적': 0.028336497023701668, '신기함/관심': 0.6076467037200928, '아껴주는': 0.0867946594953537, '부끄러움': 0.05429565906524658, '공포/무서움': 0.010509436950087547, '절망': 0.05275556445121765, '한심함': 0.10831384360790253, '역겨움/징그러움': 0.0058352951891720295, '짜증': 0.03621560335159302, '어이없음': 0.11525850743055344, '없음': 0.18332435190677643, '패배/자기혐오': 0.025798095390200615, '귀찮음': 0.017264679074287415, '힘듦/지침': 0.04475796967744827, '즐거움/신남': 0.2864815294742584, '깨달음': 0.40931379795074463, '죄책감': 0.009012695401906967, '증오/혐오': 0.0047244844026863575, '흐뭇함(귀여움/예쁨)': 0.05414798855781555, '당황/난처': 0.1614450365304947, '경악': 0.022343814373016357, '부담/안_내킴': 0.0708267018198967, '서러움': 0.03787876293063164, '재미없음': 0.3090457022190094, '불쌍함/연민': 0.12618933618068695, '놀람': 0.2677901089191437, '행복': 0.09989220649003983, '불안/걱정': 0.049178071320056915, '기쁨': 0.10289502143859863, '안심/신뢰': 0.03530042991042137}"
아누누_20250722_c3,아누누_20250722,@좋음-h5g,우왘ㅋㅋㅋ 시선강탈!! 요새 복숭아맛있어용😚납작은 앙먹어봤는데 끌리네요🤗,2025-07-26,우왘 시선강탈!! 요새 복숭아맛있어용납작은 앙먹어봤는데 끌리네요,"{'불평/불만': 0.003597811795771122, '환영/호의': 0.5804328918457031, '감동/감탄': 0.9199814796447754, '지긋지긋': 0.0011147838085889816, '고마움': 0.07060828804969788, '슬픔': 0.0028543968219310045, '화남/분노': 0.0008462254190817475, '존경': 0.05379011482000351, '기대감': 0.7676296830177307, '우쭐댐/무시함': 0.008683565072715282, '안타까움/실망': 0.01232924684882164, '비장함': 0.0028313042130321264, '의심/불신': 0.003757487516850233, '뿌듯함': 0.23679669201374054, '편안/쾌적': 0.086375392973423, '신기함/관심': 0.8401650786399841, '아껴주는': 0.14364811778068542, '부끄러움': 0.0035995987709611654, '공포/무서움': 0.0020523222628980875, '절망': 0.0006134037976153195, '한심함': 0.0027103701140731573, '역겨움/징그러움': 0.0005336962058208883, '짜증': 0.0022278795950114727, '어이없음': 0.012586317956447601, '없음': 0.01591361127793789, '패배/자기혐오': 0.0004756067064590752, '귀찮음': 0.0013182354159653187, '힘듦/지침': 0.0019435974536463618, '즐거움/신남': 0.9509630799293518, '깨달음': 0.16983649134635925, '죄책감': 0.00034252979094162583, '증오/혐오': 0.0004807660588994622, '흐뭇함(귀여움/예쁨)': 0.43622133135795593, '당황/난처': 0.017819855362176895, '경악': 0.004039586987346411, '부담/안_내킴': 0.0028017209842801094, '서러움': 0.0007901923381723464, '재미없음': 0.003445375245064497, '불쌍함/연민': 0.002252526581287384, '놀람': 0.5329990386962891, '행복': 0.6854131817817688, '불안/걱정': 0.004683747421950102, '기쁨': 0.8685441613197327, '안심/신뢰': 0.12860515713691711}"
아누누_20250721_c1,아누누_20250721,@stellajuve,아누누 똥소리 뿌지지직 설사인듯ㅋㅋㅋㅋㅋ,2025-07-29,아누누 똥소리 뿌지지직 설사인듯,"{'불평/불만': 0.6348381638526917, '환영/호의': 0.018648836761713028, '감동/감탄': 0.0237289946526289, '지긋지긋': 0.344321608543396, '고마움': 0.006494555622339249, '슬픔': 0.05954763665795326, '화남/분노': 0.4311967194080353, '존경': 0.005057061091065407, '기대감': 0.03938289359211922, '우쭐댐/무시함': 0.33436933159828186, '안타까움/실망': 0.36546358466148376, '비장함': 0.03958743065595627, '의심/불신': 0.2606367766857147, '뿌듯함': 0.02503368817269802, '편안/쾌적': 0.011634178459644318, '신기함/관심': 0.15142886340618134, '아껴주는': 0.01415831595659256, '부끄러움': 0.17817142605781555, '공포/무서움': 0.09556771069765091, '절망': 0.1183600127696991, '한심함': 0.5153197050094604, '역겨움/징그러움': 0.292193204164505, '짜증': 0.7848232984542847, '어이없음': 0.8148556351661682, '없음': 0.46656784415245056, '패배/자기혐오': 0.12790808081626892, '귀찮음': 0.25985509157180786, '힘듦/지침': 0.1332426369190216, '즐거움/신남': 0.16675586998462677, '깨달음': 0.11385157704353333, '죄책감': 0.02697078511118889, '증오/혐오': 0.34213879704475403, '흐뭇함(귀여움/예쁨)': 0.025716004893183708, '당황/난처': 0.6736730933189392, '경악': 0.34948474168777466, '부담/안_내킴': 0.36854344606399536, '서러움': 0.08260972052812576, '재미없음': 0.3222748339176178, '불쌍함/연민': 0.0741250291466713, '놀람': 0.22151005268096924, '행복': 0.025897879153490067, '불안/걱정': 0.13411712646484375, '기쁨': 0.04565461724996567, '안심/신뢰': 0.009621831588447094}"
아누누_20250721_c2,아누누_20250721,@Degons.v.t,동결건조?,2025-07-28,동결건조?,"{'불평/불만': 0.12387451529502869, '환영/호의': 0.05521274358034134, '감동/감탄': 0.01686970517039299, '지긋지긋': 0.03397558256983757, '고마움': 0.00954747386276722, '슬픔': 0.03532079607248306, '화남/분노': 0.04829041287302971, '존경': 0.012737000361084938, '기대감': 0.5057471394538879, '우쭐댐/무시함': 0.03538455814123154, '안타까움/실망': 0.1857801228761673, '비장함': 0.09920811653137207, '의심/불신': 0.5454912185668945, '뿌듯함': 0.012020544148981571, '편안/쾌적': 0.01489681750535965, '신기함/관심': 0.4777931272983551, '아껴주는': 0.03125252202153206, '부끄러움': 0.024457402527332306, '공포/무서움': 0.21202406287193298, '절망': 0.04418056458234787, '한심함': 0.03846340626478195, '역겨움/징그러움': 0.01317243929952383, '짜증': 0.10753125697374344, '어이없음': 0.19362445175647736, '없음': 0.6962420344352722, '패배/자기혐오': 0.008096583187580109, '귀찮음': 0.06260666996240616, '힘듦/지침': 0.06640084087848663, '즐거움/신남': 0.018826402723789215, '깨달음': 0.13253960013389587, '죄책감': 0.007794452831149101, '증오/혐오': 0.013858002610504627, '흐뭇함(귀여움/예쁨)': 0.00631351163610816, '당황/난처': 0.6174116730690002, '경악': 0.09531369060277939, '부담/안_내킴': 0.22739163041114807, '서러움': 0.019580233842134476, '재미없음': 0.01651146449148655, '불쌍함/연민': 0.04914777725934982, '놀람': 0.40618032217025757, '행복': 0.00612205546349287, '불안/걱정': 0.786205530166626, '기쁨': 0.013552277348935604, '안심/신뢰': 0.058491501957178116}"
아누누_20250721_c3,아누누_20250721,@ryudastar1980,아누누님!!그 마쉬멜로우 동결건조 해주시면안될가여?ㅋㅋ,2025-07-28,아누누님!!그 마쉬멜로우 동결건조 해주시면안될가여?,"{'불평/불만': 0.07114001363515854, '환영/호의': 0.6600093841552734, '감동/감탄': 0.07402857393026352, '지긋지긋': 0.028094865381717682, '고마움': 0.13457253575325012, '슬픔': 0.02024099975824356, '화남/분노': 0.011367933824658394, '존경': 0.08979203552007675, '기대감': 0.9610462784767151, '우쭐댐/무시함': 0.05190759524703026, '안타까움/실망': 0.13656793534755707, '비장함': 0.17894703149795532, '의심/불신': 0.10154745727777481, '뿌듯함': 0.07705432921648026, '편안/쾌적': 0.1085708737373352, '신기함/관심': 0.6605508923530579, '아껴주는': 0.3357980251312256, '부끄러움': 0.007948455400764942, '공포/무서움': 0.01661483198404312, '절망': 0.008670402690768242, '한심함': 0.018934179097414017, '역겨움/징그러움': 0.002621682593598962, '짜증': 0.04026507958769798, '어이없음': 0.028106143698096275, '없음': 0.5213072299957275, '패배/자기혐오': 0.0034820176661014557, '귀찮음': 0.06262047588825226, '힘듦/지침': 0.06860924512147903, '즐거움/신남': 0.15684200823307037, '깨달음': 0.08291100710630417, '죄책감': 0.003001787234097719, '증오/혐오': 0.0024344006087630987, '흐뭇함(귀여움/예쁨)': 0.020008869469165802, '당황/난처': 0.12296269834041595, '경악': 0.006303062196820974, '부담/안_내킴': 0.10130695253610611, '서러움': 0.010851996019482613, '재미없음': 0.01813432388007641, '불쌍함/연민': 0.04887520521879196, '놀람': 0.08625254780054092, '행복': 0.0506441704928875, '불안/걱정': 0.40274110436439514, '기쁨': 0.10181151330471039, '안심/신뢰': 0.38482406735420227}"
아누누_20250719_c1,아누누_20250719,@snoopy1360,패션쇼에 쭈글쭈글 티셔츠 입고갔어ㅠㅠㅠㅠ옷장에 쳐박혀있던 티셔츠같앜😂😂😂😂,2025-07-23,패션쇼에 쭈글쭈글 티셔츠 입고갔어옷장에 쳐박혀있던 티셔츠같앜,"{'불평/불만': 0.6676604747772217, '환영/호의': 0.04154644533991814, '감동/감탄': 0.09467785060405731, '지긋지긋': 0.17395804822444916, '고마움': 0.0051610576920211315, '슬픔': 0.1235213577747345, '화남/분노': 0.2574184536933899, '존경': 0.009932849556207657, '기대감': 0.03790981322526932, '우쭐댐/무시함': 0.22651544213294983, '안타까움/실망': 0.7926689386367798, '비장함': 0.006412401329725981, '의심/불신': 0.10548347234725952, '뿌듯함': 0.017572280019521713, '편안/쾌적': 0.006667231675237417, '신기함/관심': 0.2676217257976532, '아껴주는': 0.05030516907572746, '부끄러움': 0.24949562549591064, '공포/무서움': 0.0358995720744133, '절망': 0.1137574091553688, '한심함': 0.628217339515686, '역겨움/징그러움': 0.25573989748954773, '짜증': 0.6891775131225586, '어이없음': 0.8560791015625, '없음': 0.0457770936191082, '패배/자기혐오': 0.09702514857053757, '귀찮음': 0.0720009058713913, '힘듦/지침': 0.05721885338425636, '즐거움/신남': 0.2679978311061859, '깨달음': 0.07301726937294006, '죄책감': 0.02355099283158779, '증오/혐오': 0.23143227398395538, '흐뭇함(귀여움/예쁨)': 0.14542359113693237, '당황/난처': 0.6609941720962524, '경악': 0.40707582235336304, '부담/안_내킴': 0.2710109055042267, '서러움': 0.08138584345579147, '재미없음': 0.644417405128479, '불쌍함/연민': 0.25444215536117554, '놀람': 0.3067462742328644, '행복': 0.043175552040338516, '불안/걱정': 0.06307277828454971, '기쁨': 0.06508368998765945, '안심/신뢰': 0.0054245200008153915}"
아누누_20250719_c2,아누누_20250719,@겨울-f2o,자기만 파삭먹고ㅠㅠ,2025-07-22,자기만 파삭먹고,"{'불평/불만': 0.3120554983615875, '환영/호의': 0.10379362851381302, '감동/감탄': 0.03684688359498978, '지긋지긋': 0.3219847083091736, '고마움': 0.023880846798419952, '슬픔': 0.058994658291339874, '화남/분노': 0.21624073386192322, '존경': 0.02894565463066101, '기대감': 0.13443736732006073, '우쭐댐/무시함': 0.557975172996521, '안타까움/실망': 0.37260907888412476, '비장함': 0.26125094294548035, '의심/불신': 0.18343807756900787, '뿌듯함': 0.08563106507062912, '편안/쾌적': 0.04833582043647766, '신기함/관심': 0.14519080519676208, '아껴주는': 0.20182396471500397, '부끄러움': 0.07651548832654953, '공포/무서움': 0.020086457952857018, '절망': 0.056289006024599075, '한심함': 0.5222135186195374, '역겨움/징그러움': 0.04912126809358597, '짜증': 0.44042354822158813, '어이없음': 0.5586644411087036, '없음': 0.7204868793487549, '패배/자기혐오': 0.09700166434049606, '귀찮음': 0.2752523422241211, '힘듦/지침': 0.2074270099401474, '즐거움/신남': 0.08466954529285431, '깨달음': 0.27730974555015564, '죄책감': 0.026008615270256996, '증오/혐오': 0.12278643250465393, '흐뭇함(귀여움/예쁨)': 0.03351033851504326, '당황/난처': 0.2193535566329956, '경악': 0.04215913638472557, '부담/안_내킴': 0.2094612866640091, '서러움': 0.09760849922895432, '재미없음': 0.08641954511404037, '불쌍함/연민': 0.3263995349407196, '놀람': 0.06208925321698189, '행복': 0.03336010500788689, '불안/걱정': 0.19811083376407623, '기쁨': 0.041068315505981445, '안심/신뢰': 0.1416512280702591}"
아누누_20250719_c3,아누누_20250719,@썸보-s5l,역시 요거트 좌,2025-07-21,역시 요거트 좌,"{'불평/불만': 0.06518329679965973, '환영/호의': 0.4422289729118347, '감동/감탄': 0.8146848082542419, '지긋지긋': 0.059836264699697495, '고마움': 0.1491273194551468, '슬픔': 0.005129016004502773, '화남/분노': 0.03825103119015694, '존경': 0.22312135994434357, '기대감': 0.6070340871810913, '우쭐댐/무시함': 0.440731942653656, '안타까움/실망': 0.03872852027416229, '비장함': 0.12163327634334564, '의심/불신': 0.0500195287168026, '뿌듯함': 0.6030580997467041, '편안/쾌적': 0.2219616174697876, '신기함/관심': 0.5831846594810486, '아껴주는': 0.13286404311656952, '부끄러움': 0.026608115062117577, '공포/무서움': 0.005213224329054356, '절망': 0.005848399829119444, '한심함': 0.14462201297283173, '역겨움/징그러움': 0.014440298080444336, '짜증': 0.05847688764333725, '어이없음': 0.17264142632484436, '없음': 0.3108690083026886, '패배/자기혐오': 0.015026848763227463, '귀찮음': 0.02542221173644066, '힘듦/지침': 0.016802512109279633, '즐거움/신남': 0.8378684520721436, '깨달음': 0.591698944568634, '죄책감': 0.004136255476623774, '증오/혐오': 0.03832424804568291, '흐뭇함(귀여움/예쁨)': 0.14010991156101227, '당황/난처': 0.022410741075873375, '경악': 0.01697324402630329, '부담/안_내킴': 0.021849066019058228, '서러움': 0.00582959083840251, '재미없음': 0.03061162494122982, '불쌍함/연민': 0.020576035603880882, '놀람': 0.2746700346469879, '행복': 0.4642201066017151, '불안/걱정': 0.0110291363671422, '기쁨': 0.6599936485290527, '안심/신뢰': 0.4866374731063843}"
아누누_20250718_c1,아누누_20250718,@김찬영-e6j,두 바 이 초콜릿 동결건조해주세요,2025-07-24,두 바 이 초콜릿 동결건조해주세요,"{'불평/불만': 0.14150457084178925, '환영/호의': 0.4655001163482666, '감동/감탄': 0.050203073769807816, '지긋지긋': 0.019851690158247948, '고마움': 0.10939808189868927, '슬픔': 0.009773274883627892, '화남/분노': 0.012571108527481556, '존경': 0.02347620762884617, '기대감': 0.9133206605911255, '우쭐댐/무시함': 0.028341056779026985, '안타까움/실망': 0.1510780304670334, '비장함': 0.14337368309497833, '의심/불신': 0.056922927498817444, '뿌듯함': 0.05225954204797745, '편안/쾌적': 0.08037717640399933, '신기함/관심': 0.24996060132980347, '아껴주는': 0.14395113289356232, '부끄러움': 0.003032105742022395, '공포/무서움': 0.002894363133236766, '절망': 0.004710506647825241, '한심함': 0.011863015592098236, '역겨움/징그러움': 0.000797990127466619, '짜증': 0.05095450207591057, '어이없음': 0.01865288056433201, '없음': 0.5258370637893677, '패배/자기혐오': 0.0013442810159176588, '귀찮음': 0.05037739872932434, '힘듦/지침': 0.04537103325128555, '즐거움/신남': 0.11036097258329391, '깨달음': 0.06358536332845688, '죄책감': 0.0009610019042156637, '증오/혐오': 0.001263387966901064, '흐뭇함(귀여움/예쁨)': 0.0045498572289943695, '당황/난처': 0.04816978797316551, '경악': 0.0016898183384910226, '부담/안_내킴': 0.05214975029230118, '서러움': 0.004691340494900942, '재미없음': 0.013728865422308445, '불쌍함/연민': 0.011252988129854202, '놀람': 0.01709872856736183, '행복': 0.042110372334718704, '불안/걱정': 0.12410268932580948, '기쁨': 0.08826522529125214, '안심/신뢰': 0.28325405716896057}"
아누누_20250718_c2,아누누_20250718,@뀨-h1d,이거 어디서사나요,2025-07-22,이거 어디서사나요,"{'불평/불만': 0.05781308189034462, '환영/호의': 0.28359314799308777, '감동/감탄': 0.04147971421480179, '지긋지긋': 0.022761961445212364, '고마움': 0.02943505346775055, '슬픔': 0.07906823605298996, '화남/분노': 0.009520048275589943, '존경': 0.026380712166428566, '기대감': 0.9022490978240967, '우쭐댐/무시함': 0.01934014819562435, '안타까움/실망': 0.24966095387935638, '비장함': 0.08374384045600891, '의심/불신': 0.1435348242521286, '뿌듯함': 0.02167351543903351, '편안/쾌적': 0.03687528148293495, '신기함/관심': 0.6368452310562134, '아껴주는': 0.2029702514410019, '부끄러움': 0.01486646942794323, '공포/무서움': 0.06233954057097435, '절망': 0.03065638057887554, '한심함': 0.016471395269036293, '역겨움/징그러움': 0.003402119502425194, '짜증': 0.037591658532619476, '어이없음': 0.034642934799194336, '없음': 0.42549973726272583, '패배/자기혐오': 0.006419000215828419, '귀찮음': 0.043003957718610764, '힘듦/지침': 0.09015674889087677, '즐거움/신남': 0.07093528658151627, '깨달음': 0.07261764258146286, '죄책감': 0.006236960180103779, '증오/혐오': 0.002423021011054516, '흐뭇함(귀여움/예쁨)': 0.02358352392911911, '당황/난처': 0.3304104506969452, '경악': 0.019718961790204048, '부담/안_내킴': 0.15070012211799622, '서러움': 0.026409069076180458, '재미없음': 0.020676670596003532, '불쌍함/연민': 0.07941950857639313, '놀람': 0.18542248010635376, '행복': 0.02718103677034378, '불안/걱정': 0.6938281059265137, '기쁨': 0.04672762006521225, '안심/신뢰': 0.10224882513284683}"
아누누_20250718_c3,아누누_20250718,@김수정-f1x8k,그 아줌마말은 맞는데 그렇게 안되려면 건강관리 해야겠죠.,2025-07-22,그 아줌마말은 맞는데 그렇게 안되려면 건강관리 해야겠죠.,"{'불평/불만': 0.0654212087392807, '환영/호의': 0.12290709465742111, '감동/감탄': 0.013014063239097595, '지긋지긋': 0.0761626660823822, '고마움': 0.014339618384838104, '슬픔': 0.08002550154924393, '화남/분노': 0.017036380246281624, '존경': 0.03184071555733681, '기대감': 0.3383226692676544, '우쭐댐/무시함': 0.16905273497104645, '안타까움/실망': 0.6787064671516418, '비장함': 0.30972394347190857, '의심/불신': 0.35996755957603455, '뿌듯함': 0.021324878558516502, '편안/쾌적': 0.036522701382637024, '신기함/관심': 0.15400786697864532, '아껴주는': 0.48432138562202454, '부끄러움': 0.02468576841056347, '공포/무서움': 0.015999766066670418, '절망': 0.04998938366770744, '한심함': 0.18391700088977814, '역겨움/징그러움': 0.004454668611288071, '짜증': 0.02896803244948387, '어이없음': 0.07610595971345901, '없음': 0.47936731576919556, '패배/자기혐오': 0.022937892004847527, '귀찮음': 0.05770373344421387, '힘듦/지침': 0.18499897420406342, '즐거움/신남': 0.0032418514601886272, '깨달음': 0.5390315651893616, '죄책감': 0.014574036002159119, '증오/혐오': 0.00906845647841692, '흐뭇함(귀여움/예쁨)': 0.005191960837692022, '당황/난처': 0.10695014148950577, '경악': 0.005290367174893618, '부담/안_내킴': 0.23081502318382263, '서러움': 0.03918246552348137, '재미없음': 0.0204028207808733, '불쌍함/연민': 0.6764221787452698, '놀람': 0.0323437936604023, '행복': 0.003262747311964631, '불안/걱정': 0.8011963963508606, '기쁨': 0.004746289923787117, '안심/신뢰': 0.3743729591369629}"
아누누_20250717_c1,아누누_20250717,@강원영-k3b,😂,2025-07-25,,{}
아누누_20250717_c2,아누누_20250717,@Heize_Fan_Bbazzik,아니 ㅋㅋㅋㅋㅋ 저 반응...,2025-07-22,아니 저 반응...,"{'불평/불만': 0.3526872992515564, '환영/호의': 0.013407000340521336, '감동/감탄': 0.12325411289930344, '지긋지긋': 0.049128975719213486, '고마움': 0.006127489265054464, '슬픔': 0.20669326186180115, '화남/분노': 0.32390114665031433, '존경': 0.0279564019292593, '기대감': 0.030623434111475945, '우쭐댐/무시함': 0.06023750826716423, '안타까움/실망': 0.7953373789787292, '비장함': 0.013583816587924957, '의심/불신': 0.5545327067375183, '뿌듯함': 0.007553779985755682, '편안/쾌적': 0.002619109582155943, '신기함/관심': 0.2703191637992859, '아껴주는': 0.021090270951390266, '부끄러움': 0.1446947604417801, '공포/무서움': 0.18260806798934937, '절망': 0.19721563160419464, '한심함': 0.4132061004638672, '역겨움/징그러움': 0.07796940952539444, '짜증': 0.3138439655303955, '어이없음': 0.8970722556114197, '없음': 0.05388360470533371, '패배/자기혐오': 0.04311531409621239, '귀찮음': 0.015365355648100376, '힘듦/지침': 0.036499056965112686, '즐거움/신남': 0.017358649522066116, '깨달음': 0.2653350234031677, '죄책감': 0.0331820584833622, '증오/혐오': 0.1010870411992073, '흐뭇함(귀여움/예쁨)': 0.011488838121294975, '당황/난처': 0.8812655210494995, '경악': 0.6121885776519775, '부담/안_내킴': 0.10714849084615707, '서러움': 0.06612411886453629, '재미없음': 0.024905288591980934, '불쌍함/연민': 0.2938244342803955, '놀람': 0.8738078474998474, '행복': 0.005159598775207996, '불안/걱정': 0.4431309998035431, '기쁨': 0.011196550913155079, '안심/신뢰': 0.018355075269937515}"
아누누_20250717_c3,아누누_20250717,@찌우찌우-x8f,"화이팅🎉
아프던 이해합니다.",2025-07-20,화이팅 아프던 이해합니다.,"{'불평/불만': 0.015236890874803066, '환영/호의': 0.6821299195289612, '감동/감탄': 0.16222919523715973, '지긋지긋': 0.018905583769083023, '고마움': 0.3982710540294647, '슬픔': 0.4065086245536804, '화남/분노': 0.008598682470619678, '존경': 0.3691985011100769, '기대감': 0.5901462435722351, '우쭐댐/무시함': 0.023409362882375717, '안타까움/실망': 0.5013357400894165, '비장함': 0.1998603641986847, '의심/불신': 0.01444996614009142, '뿌듯함': 0.08243954926729202, '편안/쾌적': 0.12422112375497818, '신기함/관심': 0.15005703270435333, '아껴주는': 0.967592716217041, '부끄러움': 0.010074358433485031, '공포/무서움': 0.008192894980311394, '절망': 0.027845565229654312, '한심함': 0.01969503052532673, '역겨움/징그러움': 0.0020969430916011333, '짜증': 0.009787327609956264, '어이없음': 0.005518402438610792, '없음': 0.06200321018695831, '패배/자기혐오': 0.012889379635453224, '귀찮음': 0.010663723573088646, '힘듦/지침': 0.19891592860221863, '즐거움/신남': 0.017699560150504112, '깨달음': 0.15448157489299774, '죄책감': 0.019961915910243988, '증오/혐오': 0.0038627360481768847, '흐뭇함(귀여움/예쁨)': 0.07763282209634781, '당황/난처': 0.019014736637473106, '경악': 0.001974055077880621, '부담/안_내킴': 0.03257748857140541, '서러움': 0.06325304508209229, '재미없음': 0.005941049195826054, '불쌍함/연민': 0.8636394143104553, '놀람': 0.02200908586382866, '행복': 0.09162590652704239, '불안/걱정': 0.5104124546051025, '기쁨': 0.09512137621641159, '안심/신뢰': 0.6959799528121948}"
