작성일,좋아요 수,본문,해시태그,댓글 목록
2025-05-11,17만,요즘은 연어를 이렇게 먹는다며? 11주,"#연어, #연어먹방, #연어깍두기, #먹방asmr, #salmon, #mukbang, #mukbangasmr, #asmreating, #mukbangers, #야식추천, #불닭, #연어요리, #asmreatingsounds, #mukbangkorea","0.0illll | 2024-11-16 | 와... 소리 미쳤다 진짜 당장 시켜먹고싶어
anniema9352 | 2025-02-25 | This looks tasty and you eat very neatly 👏!
gagayun129 | 2025-07-18 | 난요즘 츄베릅님 영상보느라 밤을새네요ㅠ🥰
biricik_kk09 | 2025-07-14 | 😋
guenmenguan | 2025-02-06 | 이거 얼마에요?
jjeng_u | 2025-01-26 | 마이크에 치킨 묻을까봐 조마조마 ㅠㅠㅠㅋㅋㅋㅋ 그래도 맛잇게 드시네용!!
hyuk_911 | 2025-02-06 | 진짜맛있겠다 맛있겠다 맛있겠죠? 허
dolounknown.user | 2025-02-03 | 🔥🔥
nandyenandy | 2025-02-04 | 😋😋😋😋😋😋😋😋❤️❤️❤️❤️
_wgh_02 | 2025-01-26 | Am I the only one who sees her shaking?
ho_jin_its | 2025-02-02 | 👏👏👏👏
mounaa_zhraoui | 2025-07-04 | 😍😍😍😍❤️🔥
seoacherry | 2025-03-09 | 린생치킨
bellalee2254 | 2025-02-12 | @hae__jinnnn 낼 점심❤️
1ovsummer_ | 2025-02-07 | @laelealael 이거머글래"
2024-03-12,22.6만,이름에 ‘ㅅ’ 들어가는 사람이 쏘기❤️ @@@잘먹을게❤️ 엽떡에 소세지 와르르해서 FLEX 조지자❤️ 72주,"#엽떡, #엽기떡볶이, #엽떡소세지, #떡볶이맛집, #동대문엽기떡볶이, #배달음식추천, #배달떡볶이, #야식추천, #떡볶이그램","gagayun129 | 2025-07-30 | 😍😍😋😋
pickmat_food | 2025-07-31 | 딸기모찌 너무 맛있어보여요😍😍
berup_x | 2025-07-30 | ❤️
mu_ch1cken | 2025-07-30 | 저기 맛있긴 해. 흑임자 탐난다..
foo__zim | 2025-07-30 | 갑자기 먹규싶다....모찌
mukorang | 2025-07-30 | 갈래용~!
ruri.food | 2025-07-30 | 몬가 요 소리도 잘들려서 좋닼ㅋㅋㅋ마싯어보여😮😮😮
chanlame | 2025-07-31 | 🔥🔥👏👏👏👏
myeong_jonmatt | 2025-07-31 | 미친 과즙이당❤️
rovolamlne | 2025-07-30 | 와 쑥떡에 딸기라니💕맛없없이겠당..
hongji_yam | 2025-07-30 | 나능 뮤조건 백앙금파~!~!!❤️
muk_tteul | 2025-07-30 | 우ㅏ 과즙 도랐다,,
unjun._.10 | 2025-07-30 | 누나 예뻐요
ddonge_e_ | 2025-07-30 | 혹시 여수시면 염전의 봄 가주시면 안되요ㅠ 제 인생 소금빵집이에요ㅠ❤️
kkihan_kki | 2025-07-30 | 이거 저 진짜 조아하는데 줄 긴곳 말구 여수당? 맞은편에 있는 곳이 진짜 맛있고 가격도 다른데보다 싸고 사장님 친절하셔요…👍👍✨"
2025-07-28,1.6만,치즈 추가한 까르보 불닭에 KFC치킨 조합이란 ? 2일,"#까르보불닭볶음면, #불닭볶음면, #buldak, #kfc, #chicken, #먹방asmr, #mukbang, #mukbangasmr, #asmreating, #mukbangers, #치킨, #치킨먹방, #mukbangkorea, #야식추천, #치킨추천","taste_goyang | 2025-07-28 | 대박 너무 맛있겠다!!😮😮
yushirikusionmyfavorite | 2025-07-28 | 치킨이랑 까르보 너무 맛있을 것 같아여ㅜㅜㅜㅜ
eunha.food | 2025-07-28 | ❤️❤️❤️
hai23.kokuro | 2025-07-28 | 🤍
gagayun129 | 2025-07-28 | 드시는게 왤케귀욥징😍😍
berup_x | 2025-07-28 | ❤️
gge.juck | 2025-07-28 | 왜 먹는건 당신인데 살은 제가 찌죠?
phk__06 | 2025-07-28 | 치킨 소리 미쳤다❤️
mukjung_ | 2025-07-28 | 젓가락이 바뀌었어요언니
ruri.food | 2025-07-28 | 젓가락 졸귀닼ㅋㅋ
pepaggpi | 2025-07-28 | 바삭소리미치셧나요증말..🤤🤤
unjun._.10 | 2025-07-28 | 누나 이뻐요
hard_1mt_ | 2025-07-28 | 맛있겠당🥲
2ys_29 | 2025-07-28 | 하 진짜 bbq에 불닭 땡기네요😢
positive_number_1 | 2025-07-28 | 에디슨 젓가락 뭐에요? ㅋㅋㅋㅋ
gekikara_men | 2025-07-28 | chu 🥰
needsman_daejeon | 2025-07-28 | 이 시간에 봐버리다니 ,,,
bori_kie | 2025-07-29 | ㅁㅊ!!!!
stoneychoi | 2025-07-28 | 와.. 🤤
dessert_enterance_ | 2025-07-29 | 소리 미쳤닭…
rkd_wlgp | 2025-07-28 | 20빠!
smss2888 | 2025-07-28 | 오와19빠
kimchunshik117 | 2025-07-29 | KFC!!! KFC!!!!
o.haru___ | 2025-07-28 | 저두 KFC 치킨 먹고싶댱ㅠ
milky.way2958 | 2025-07-30 | 젓가락 그거 어디서 사유
rlagyrnt | 2025-07-30 | @ha_ppiness_
kaitokozono | 2025-07-28 | Good
xxy_pigband | 2025-07-28 | 진짜 사람이 엄청 순하고 착해보인다
chanlame | 2025-07-29 | 🔥🔥👏👏👏👏
jolanmoadi | 2025-07-29 | يمي.
yartyu2345 | 2025-07-29 | good!!
pickmat_food | 2025-07-29 | 완전 꿀조합이자나요 😍😍
aidaibvna | 2025-07-30 | 😍
sarah_amarantemartins | 2025-07-30 | 😋😋
floraflorinha2020 | 2025-07-31 | 오마이갓, 나도 그럴 수 있었으면 좋겠다 ❤️
rlatmddbs._ | 2025-07-31 | 무슨치즈 넣으신거에요?"
2025-07-26,1486,맘모스를 쿠키샌드로 만들어버리다니 ㄷㄷ 이웃집통통이X초량온당 콜라보! 이웃집통통이 매장에서 내일까지만 판다길래 얼른 올리기..🍪 구매처 : 이웃집통통이 @tongtonge_ 4일,"#이웃집통통이, #초량온당, #맘모스쿠키샌드, #맘모스, #쿠키샌드, #쿠키먹방, #디저트먹방, #dessert, #먹방asmr, #mukbang, #mukbangasmr, #asmreating, #간식추천, #mukbangers, #디저트맛집, #야식추천, #mukbangkorea, #asmreatingsounds, #cookies","mukorang | 2025-07-27 | 맛나게꺄앙ㅇ❤️❤️
hh.__.jin | 2025-07-28 | 오 아직 안먹어봤는데 나두 사먹어야게따,,
uurreizzan | 2025-07-26 | 카와이짱
pickmat_food | 2025-07-29 | 둘다 좋아하는데 ㅜㅜ 먹어봐야겠어요
gagayun129 | 2025-07-26 | 짱구안대졸귀당😍😍
hai23.kokuro | 2025-07-26 | ❤️
iloveyoubogoshipda | 2025-07-26 | 헉 14초전..!!🔥🔥 짱구안대 녀무 기여워요😍
jack93kim | 2025-07-26 | 오우....
gekikara_men | 2025-07-27 | 🥰
berup_x | 2025-07-26 | ❤️
ddo__yam | 2025-07-26 | 머리 위 밴드 왤케 귀여워요 ㅠㅠ 쿠키 미쳐따 ㅠ
unjun._.10 | 2025-07-26 | 누나 예뻐요
jjong_mattang | 2025-07-26 | ㅋㅋㅋㅋㅋ아나 짱구 안대에요??
tongtonge_ | 2025-07-27 | 우아..❤️ 감사합니다 🫶🏻
beluvsick178 | 2025-07-27 | 🥺"
2025-07-24,2144,빠삭고소한 기영이 숯불치킨 신상? 기영이 신상 빠다크랩 숯불치킨 ! 오뚜기 순후추가 든 갈릭후추 후레이크를 뿌려먹는데 그 맛은 ? 쿠팡이츠로 신메뉴 주문시 최대 13000원 할인 ! (~7/27) 원피스 세트로 주문하면 원피스 굿즈까지?🫶🏻 6일,"#광고, #기영이숯불치킨, #치킨, #숯불치킨, #기영이숯불두마리치킨, #치킨먹방, #치킨추천, #먹방asmr, #mukbang, #mukbangasmr, #asmreating, #mukbangers, #신상리뷰, #야식추천, #mukbangkorea, #chicken","seok.j.k.94 | 2025-07-28 | 완전 맛도리같아요
hanjiin0723 | 2025-07-24 | 💗
tastebuds__official | 2025-07-24 | 갈릭후레이크 대박이겠는디여❤️
ruri.food | 2025-07-24 | 후레이크 뒤에 붙여둔거 왤케 귀여웤ㅋㅋㅋㅋㅋ나더 사먹을래😍
review_minday | 2025-07-25 | 와..바삭바삭 소리 미쳤어요 🔥
gagayun129 | 2025-07-24 | 크랩치킨처음보네용😮
uurreizzan | 2025-07-24 | ❤️❤️❤️❤️
nguyen_________1999 | 2025-07-25 | ❤️❤️
hai23.kokuro | 2025-07-24 | 🤍
hoofood00 | 2025-07-28 | 와… 보는 순간부터 입안에 군침 고였어요😳
비주얼이 너무 좋아서 한참을 멍하니 봤네요
먹음직스럽고 감각적인 연출까지 완벽해요
구석구석 디테일도 살아 있어서 계속 눈이 가요
지나칠 수 없어서 바로 저장해뒀어요💛
myj3.138 | 2025-07-24 | 이 밤에 치킨..?
chanlame | 2025-07-25 | 🔥🔥👏👏👏👏
gekikara_men | 2025-07-25 | 🥰
bbok_yee_07 | 2025-07-24 | 오늘 맥주에 기영이다.. 댑악!💜
foling_4 | 2025-07-25 | Yummy
bori_xxn | 2025-07-24 | 아니 나도 치맥 하고 싶다고오
unjun._.10 | 2025-07-24 | 누나 예뻐여
hongji_yam | 2025-07-24 | 크랩 진짜 왕 빠작꼬소해서 존맛이등디 보니까 또 묵고잡네..🤤
cy_j_13 | 2025-07-24 | 맛있겠다😍
hanadul_seoheeneohee | 2025-07-25 | 앞트임하는 쪽 눈 하이라이터 바를 때 앞 눈이랑 떨어지게 해서(코쪽으로) 하면 더 자연스러울 것 같은데욧 ? 한번 시도 고고
berup_x | 2025-07-24 | ❤️
gge.juck | 2025-07-24 | 크랩식감이 진짜 미칠거같은데…😮
yartyu2345 | 2025-07-25 | my favorite character is Sanji"
2025-07-21,8621,크기 미친 대왕부리또 먹다가 배터질뻔 ㅋㅎ 🥢구매처 : 베어스타코 @bearstaco_official 1주,"#부리또, #대왕부리또, #먹방asmr, #mukbangasmr, #mukbang, #asmreating, #mukbangers, #야식추천, #mukbangkorea, #asmreatingsounds, #타코, #배달음식, #burrito, #chipolte, #치폴레","jjza0._ | 2025-07-22 | ㅋㅋㅋㅋ귀여워요
ruri.food | 2025-07-21 | 부리또 진짜 너뮤큰뎈ㅋㅋㅋ왕마싯겟다
rovolamlne | 2025-07-21 | 우왕 속재료 엄청 푸짐하다 맛있겠다
mukorang | 2025-07-22 | 오옹❤️
min7eu__ | 2025-07-22 | 하이라이터 정보 궁금해용 넘 빛나용 ,, 😍
berup_x | 2025-07-21 | ❤️
2ys_29 | 2025-07-21 | 헐 안에 고기 🤍
elyorrafikov02023 | 2025-07-25 | 아주 맛있어 보인다❤️🔥
wngml2659 | 2025-07-28 | 어디에용?!?
_axmedovas_08_ | 2025-07-30 | 😍
arom_bake | 2025-07-21 | 아니 여기 진짜 마싯어요 😭♥️ 양도 진짜 많구 맛도있구 부리또 최애
hai23.kokuro | 2025-07-21 | ❤️
gekikara_men | 2025-07-21 | 🥰
sxyllna | 2025-07-26 | 와역시츄베릅님ㅜㅜ 진짜 부리또 넘무잘드셔요👍🏻👍🏻
unjun._.10 | 2025-07-21 | 누나 예뻐요
hongji_yam | 2025-07-21 | 아니 언니 얼굴만한디..?ㅋㅋㅋㅋㅋㅋㅋㅋ😮 그래도 다 먹은 언니 짱••😮
review_minday | 2025-07-21 | 와...크기 장난 아니네요 !!
dmc_bearstaco | 2025-07-22 | 세상에나
lee.seol11 | 2025-07-21 | 어디서 사신거지...?
bori_xxn | 2025-07-21 | 이건 2끼닼
leeoh_review_ | 2025-07-21 | 담엔 치킨으로 먹어죠!
bearstaco_official | 2025-07-22 | 맛나게 드셔주셔서 감사합니다🐻🐻
soldoutpeaches | 2025-07-25 | 예뿌다
ddo__yam | 2025-07-21 | ㅋㅋㅋㅋㅋㅋ오ㅓ 왤케 커요😂😂😂
e2____we | 2025-07-22 | @neenue.e
beluvsick178 | 2025-07-21 | 귀요미😂
jx_dl2 | 2025-07-27 | im so hungry
iam.elnickey | 2025-07-21 | Enak banget Chu 😋❤️ E
gagayun129 | 2025-07-22 | 진짱크다😲😲
jeongjaegwang9 | 2025-07-22 | ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
bonge_o0o_food | 2025-07-22 | 얼굴이 작은고아니야아?!? ❤️❤️
yartyu2345 | 2025-07-22 | very very cute.
chanlame | 2025-07-22 | Yessssss 🔥🔥👏👏👏
scar.lty | 2025-07-24 | Ela comendo quase o dedo tbm
pokecro22 | 2025-07-24 | Not a single time did you swallow. Do you just bite and spit it out?
fftb_dpg | 2025-07-25 | 왕부리또메뉴명은뭐에요?
jussbeingmeh | 2025-07-25 | 😧
2vilo.000 | 2025-07-30 | شكلها يضحك وهي تاكل"
2025-07-21,6240,빠작파쟉 ㅁㅊ 두바이초코 뺑스위스💚 구매처 : 테니 @tennecafe 수정됨 · 1주,"#두바이초콜렛, #뺑스위스, #두바이초코, #테니, #먹방asmr, #mukbang, #mukbangasmr, #asmreating, #간식추천, #mukbangers, #디저트맛집, #야식추천, #mukbangkorea, #디저트먹방, #dessert, #asmreatingsounds","nguyen_________1999 | 2025-07-18 | 🥰
gagayun129 | 2025-07-18 | 꺄약😍😍😍
gge.juck | 2025-07-18 | 저 어제 이거 먹넜는뎈ㅋㅋㅋ
berup_x | 2025-07-18 | ❤️
muuk.dda | 2025-07-19 | 저도 순삭 쌉 갸눙할거같오요
bonge_o0o_food | 2025-07-19 | 너무너무너무너무너무너무어ㅜ머누머누머누머눠무어무너ㅜ머움 맛잇겟다....
themukeou | 2025-07-19 | 와 레전드다!!!
bori_kie | 2025-07-18 | 이거 저 장바구니에 담아놨던거!
mukbangg2025 | 2025-07-18 | 개맛있겠어요ㅠㅠ🤤
rovolamlne | 2025-07-18 | 우왕 두바이초코 요런색은 첨 봐요🫢
ggam_food | 2025-07-19 | 소리부터 예술🔥
gekikara_men | 2025-07-18 | 🥰
ccccchaen_ | 2025-07-18 | 어디서 구매할수 있을까요?
tyrannosaurus12345 | 2025-07-18 | 언니살앙해요
mai__1990__ | 2025-07-19 | 어디서구매할수있나요??
sh.cookkook | 2025-07-18 | 소리 진짜 미뗬댜ㅠ
hongji_yam | 2025-07-18 | 이거 진짜 쫀맛이지….. 식감 도라버려
nicolae.tesla | 2025-07-30 | 🤤🤤🤤🤤👍👍👍👍
apex497.00 | 2025-07-19 | 어디서 구메하나요?
kimchunshik117 | 2025-07-18 | 머리카락 인줄
1inami1ion | 2025-07-19 | 존나비싸긴하네"
2025-07-16,1.6만,요청 많던 두찜 로제찜닭 먹어보았다🧡 2주,"#두찜, #로제찜닭, #먹방asmr, #mukbang, #mukbangasmr, #asmreating, #mukbangers, #야식추천, #mukbangkorea, #asmreatingsounds, #배달음식, #찜닭, #치즈볼","nguyen_________1999 | 2025-07-16 | 😍
h_mochi_bungeo | 2025-07-16 | 로제찜닭도 맛있는데ㅠㅠ로제닭발 비싸지만 맛있어요😂😂
yartyu2345 | 2025-07-17 | 美味しそうですね
ddub_e2 | 2025-07-18 | 여전히 잘먹고있는 베릅짱😮
berup_x | 2025-07-16 | ❤
ruri.food | 2025-07-16 | 나느 불닭로제맛도 마싯드라
ㅇ양파도 잘목네 울온니❤️❤️
riiiizzang | 2025-07-19 | 최애 로제찜닭 ㅜㅜ ❤️
yunju_n623 | 2025-07-16 | 오… ㄱ꿀맛이겠다
rovolamlne | 2025-07-17 | 와 당면 꾸덕함 진짜..👍🩷
lse_t.diary | 2025-07-16 | 오늘도 츄베릅한 메뉴를 가져오신 츄베릅님👍👍 두찜 먹어보고 싶은데 언젠가는 먹어보겠죠?!!
smily.sena00225 | 2025-07-17 | 👏🏻
hongji_yam | 2025-07-16 | 꾸덕찹찹 식감이 느껴져,,❤️
gge.juck | 2025-07-16 | 와 나 아직도 이거 못먹어봤느넫 ㅜㅜ
wisfer___ | 2025-07-17 | 땀나는거 왤케 귀엽;;
hai23.kokuro | 2025-07-16 | ❤️🔥👏🙌🙏🏻🙏🏻
mukjung_ | 2025-07-16 | 울지마언니..
jing34kim1 | 2025-07-29 | 사랑아찜닭해요❤️
adryanna_ssantos | 2025-07-17 | ❤️❤️😍
jussbeingmeh | 2025-07-25 | 😧
luna_y_eun | 2025-07-18 | @__js__hhh 이거 진자 먹어보고싶다
gekikara_men | 2025-07-17 | 😋
mat_puri | 2025-07-17 | 꾸덕스가 남다르네요...배고파라
n_nnnatcha | 2025-07-20 | @px_t4e
yeni_11_03 | 2025-07-17 | @97620_
yovziii | 2025-07-23 | @동규야
_kaniasxygz7_ | 2025-07-17 | Indo sendiri
yongyong0115 | 2025-07-16 | 고개 끄덕이는것 쫌 작작하고 마이크도 바꾸세요 제발 울려퍼져서 듣기가 그래요
jeongjaegwang9 | 2025-07-17 | ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
jeongjaegwang9 | 2025-07-17 | ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
