VIDEO_ID,TITLE,DESCRIPTION,CHANNEL_TITLE,PUBLISHED_AT,DURATION,VIEW_COUNT,LIKE_COUNT,COMMENT_COUNT,PLATFORM,KEYWORD_ID
프롬서희_20250501,일본 캔디애플이 국내에 생겼다고? 과연 똑같을까..?,#shorts,프롬서희,2025-05-01,PT44S,98197,1271,19,youtube,890
프롬서희_20250425,종합 과일정과 얼려먹기! 뭐가 제일 맛있을까?,#shorts,프롬서희,2025-04-25,PT57S,135781,2176,38,youtube,249
프롬서희_20250421,회처럼 먹을 수 있는 신기한 곤약 가루?🐟,,프롬서희,2025-04-21,PT50S,258361,4449,67,youtube,243
프롬서희_20250420,새로 출시한 모히토향 콜라?! 궁금해서 마셔봤더니..,#펩시 #펩시제로슈거 #펩시제로슈거모히토향 #롯데칠성음료 #PEPSI #shorts,프롬서희,2025-04-20,PT50S,56357,787,37,youtube,907
프롬서희_20250418,도플갱어와 4월 편의점 신상 간식 다 털어봄!!🌟 @반달샘,,프롬서희,2025-04-18,PT43S,208766,2892,52,youtube,207
프롬서희_20250417,쫀득빵 우유 찍먹 모르는 사람 없게 해주세요..,,프롬서희,2025-04-17,PT54S,92263,1570,42,youtube,745
프롬서희_20250416,간식좌에게 개발한 쫀득빵 평가 받아봤더니..? @반달샘,,프롬서희,2025-04-16,PT55S,143382,2168,39,youtube,207
프롬서희_20250412,지중해 통복숭아 병조림? 진짜 씨도 있네..?!,#shorts,프롬서희,2025-04-12,PT54S,107203,1529,32,youtube,523
프롬서희_20250411,통 모짜렐라가 들어있는 화제의 치즈 품은 버섯?,#shorts,프롬서희,2025-04-11,PT47S,98559,1744,49,youtube,370
프롬서희_20250406,대왕 무지개 곤약젤리 3가지 먹방ASMR,,프롬서희,2025-04-06,PT50S,364160,6826,83,youtube,61
프롬서희_20250404,까먹는 젤리에 이은 까먹는 바나나 빵?🍌,,프롬서희,2025-04-04,PT46S,137518,2343,32,youtube,70
프롬서희_20250403,유행하는 종합 과일정과! 뭐가 제일 맛있을까..?,#과일정과 #정과 #금귤정과 #shorts,프롬서희,2025-04-03,PT56S,210233,3643,79,youtube,249
프롬서희_20250401,간식좌에게 극찬받은 Frauni 찐 라즈베리 초콜렛 @반달샘,,프롬서희,2025-04-01,PT49S,86888,1315,15,youtube,207
프롬서희_20250331,반죽처럼 늘어나는 하얼빈 요거트 떡 먹어봤더니.. @반달샘,,프롬서희,2025-03-31,PT51S,133622,1885,38,youtube,735
프롬서희_20250329,역대급 쫀덕함에 반전있는 맛(?) 롤 브라우니 초콜렛,,프롬서희,2025-03-29,PT50S,96534,1581,52,youtube,536
프롬서희_20250328,다이어트할 때 먹는다는 마시멜로우 초콜렛?,,프롬서희,2025-03-28,PT59S,78669,1552,42,youtube,46
프롬서희_20250326,극과 극 신상 동결건조 간식! 뭐가 제일 맛있을까?,,프롬서희,2025-03-26,PT59S,132563,2600,40,youtube,25
프롬서희_20250324,품절대란인 여수언니 요거꿀떡! 얼마나 맛있길래..?,,프롬서희,2025-03-24,PT50S,389522,5366,61,youtube,735
프롬서희_20250323,편의점 출시한 중국 찹쌀떡 푸투안! 1알에 1500원..?,,프롬서희,2025-03-23,PT44S,102247,1851,28,youtube,837
프롬서희_20250321,해외에서 유행하는 Franui 라즈베리 초콜렛🍓,#shorts,프롬서희,2025-03-21,PT56S,85023,1988,43,youtube,387
프롬서희_20250318,요청받은 쫀득 스티키초코! 이게 찐인데?!,,프롬서희,2025-03-18,PT57S,68645,1359,19,youtube,634
프롬서희_20250316,1분만에 매진 된다는 동결건조 엿에 요거트 말먹,,프롬서희,2025-03-16,PT55S,168529,4053,54,youtube,25
프롬서희_20250315,오리지널과 90% 유사한 세븐일레븐 드럼스틱!!!,,프롬서희,2025-03-15,PT55S,87952,1988,23,youtube,357
프롬서희_20250313,알리에서 300원에 구매한 인스타 쑥 떡,,프롬서희,2025-03-13,PT51S,175921,4176,75,youtube,255
프롬서희_20250312,댓글 요청받은 통 과일찹쌀떡 먹방ASMR,,프롬서희,2025-03-12,PT58S,122823,3204,76,youtube,61
프롬서희_20250308,SNS에서 맛있다고 난리난 신박한 라면레시피?!,#툼바너구리 #신라면툼바 #shintoomba #nongshim #농심 #인생을맛있게 #toomba #꿀조합 #shorts,프롬서희,2025-03-08,PT45S,41371,1051,48,youtube,38
프롬서희_20250307,76시간 도전 끝에 성공한 스티키마차 스티키코코넛!,,프롬서희,2025-03-07,PT59S,154831,3510,53,youtube,633
프롬서희_20250306,눅눅한 편의점표 꿀젤리모나카! 오리지널 식감 만드는 법🌟,,프롬서희,2025-03-06,PT48S,87380,1951,55,youtube,289
프롬서희_20250304,GS편의점 아이스플랜트로 요청받은 탕후루 만들기,#shorts,프롬서희,2025-03-04,PT48S,75713,1832,45,youtube,175
프롬서희_20250228,알고리즘을 점령한 쫀득 초콜렛 스티키마차?!,,프롬서희,2025-02-28,PT59S,123250,2816,78,youtube,633
프롬서희_20250226,얼음 채소로 유명한 아이스플랜트 편의점에 출시했다고?!,,프롬서희,2025-02-26,PT49S,78999,2026,56,youtube,677
프롬서희_20250223,스웨디시 젤리를 넣은 스웨덴 초콜렛이 유행이라고?!!,#shorts #스웨덴젤리 #스웨덴초콜렛,프롬서희,2025-02-23,PT51S,68933,1843,27,youtube,798
프롬서희_20250221,미국에서 유행한다는 두바이 초코 딸기 범벅,,프롬서희,2025-02-21,PT46S,39746,1111,43,youtube,30
프롬서희_20250220,치즈로 변하는 중국 우유 식빵.. 이거 정품 맞나요?😂,#shorts #중국식빵 #중국간식 #먹방,프롬서희,2025-02-20,PT53S,35813,1007,43,youtube,655
프롬서희_20250219,수제 통 딸기 찹쌀떡 40초 먹방ASMR,#shorts #딸기찹쌀떡 #딸기모찌 #과일모찌,프롬서희,2025-02-19,PT48S,54784,1456,63,youtube,30
프롬서희_20250218,해외에서 스웨디시 젤리 탕후루가 유행이라고?,,프롬서희,2025-02-18,PT48S,248579,8165,82,youtube,175
프롬서희_20250217,굽지 않고 생으로 먹는 쿠키 반죽?!,#shorts #mukbang #eatingsounds #eatingshow #asmrsounds #koreanmukbang #koreanfood,프롬서희,2025-02-17,PT58S,84306,2010,43,youtube,163
프롬서희_20250216,두바이 초콜렛 뺨치는 피스타치오 중국 푸투안?,#shorts #푸투안 #중국찹쌀떡,프롬서희,2025-02-16,PT51S,88808,2473,51,youtube,187
프롬서희_20250211,과일 잼이 듬뿍있는 실키젬 코하쿠토 캔디?,#shorts,프롬서희,2025-02-11,PT1M,100152,2831,52,youtube,249
프롬서희_20250205,퐁신퐁신 역대급 식감인 수제 생 마시멜로우?,#shorts #mashmellow #mukbang,프롬서희,2025-02-05,PT57S,87951,2135,40,youtube,46
프롬서희_20250202,빙산롱옌과 비슷하게 재 출시한 편의점 벽돌초콜렛,,프롬서희,2025-02-02,PT47S,138716,2995,53,youtube,88
프롬서희_20250130,미국 퍼지를 갈아 만든 퍼지 캔디 아이스크림?,,프롬서희,2025-01-30,PT47S,77752,1832,16,youtube,628
프롬서희_20250128,스웨디시 젤리보다 맛있는 스위즐스 드럼스틱 젤리?,#shorts,프롬서희,2025-01-28,PT56S,232121,5876,58,youtube,116
프롬서희_20250127,CU vs GS25 수건케이크 어느 편의점이 더 맛있을까?,,프롬서희,2025-01-27,PT47S,53968,1573,22,youtube,107
프롬서희_20250124,꿀떡시리얼 다음 유행은 중국 푸투안 시리얼(?),#shorts #chinesefood #푸투안,프롬서희,2025-01-24,PT54S,90620,2459,39,youtube,646
프롬서희_20250122,편의점에도 출시한 중국 벽돌초콜렛 빙산롱옌🧱,#shorts #빙산롱옌 #chinesefood #중국간식,프롬서희,2025-01-22,PT50S,128184,2917,61,youtube,88
프롬서희_20250120,"중국 수건케이크, 빙산롱옌 다음 유행은 푸투안?",#shorts #chinesefood #중국간식,프롬서희,2025-01-20,PT58S,233198,5877,121,youtube,88
프롬서희_20250119,편의점 리본캔디 전자레인지 돌리면 훨씬 바삭해진다고?!!,,프롬서희,2025-01-19,PT47S,75990,2103,29,youtube,890
프롬서희_20250118,생크림 빵이 된 편의점표 수건케이크,#shorts,프롬서희,2025-01-18,PT57S,88219,2138,31,youtube,107
프롬서희_20250116,편의점 출시한 리본 모양 캔디? 오리지널 비슷할까?,#shorts,프롬서희,2025-01-16,PT50S,111034,2725,72,youtube,716
프롬서희_20250115,100시간 지속 틴트로 컬러 매칭 먹방 챌린지,#토니모리 #퍼펙트립스쇼킹립 #퍼펙트립스쇼킹립틴트 #쇼킹립 #쇼킹립틴트 #올리브영 #올리브영틴트 #먹방틴트 #지속력좋은틴트,프롬서희,2025-01-15,PT47S,72591,1529,47,youtube,61
프롬서희_20250113,편의점 스웨디시 젤리가 딱 하나 토핑된 케이크?,,프롬서희,2025-01-13,PT53S,258993,6473,86,youtube,798
프롬서희_20250111,용암처럼 흐르는 녹인 중국 벽돌 초콜렛!!ㄷㄷ,#shorts #중국초콜렛 #홀리랜드 #빙산롱옌,프롬서희,2025-01-11,PT51S,107965,2740,43,youtube,863
프롬서희_20250110,수건케이크 다음 유행이라는 중국 벽돌 초콜렛?,#shorts #중국초콜렛 #빙샨롱옌 #chinesefood,프롬서희,2025-01-10,PT58S,175807,5078,78,youtube,107
프롬서희_20250108,서양 대왕 대파로 재도전한 그린어니언 크림치즈 베이컨,,프롬서희,2025-01-08,PT57S,167919,5199,52,youtube,331
프롬서희_20250108,#공구 15년 장인이 직접 빚은 수제 딸기찹쌀떡,"🍓딸기찹쌀떡 구매링크 https://srok.kr/gbGD5 🍓  🌟공구 기간 1/8일~10일 자정, 프로필 링크 구매 가능🌟 💶가격 6개 26,900원(기존) ➡️ 13,900원(공구가) 판매!  🍓딸기 찹쌀떡은 모두 15년 경력 장인이 직접 빚어 배송됩니다! (수작업으로 만들어져 당일 제작 수량이 한정되며, 순차적 출고 예정이에요)  🍓매일 아침 충남 계롱 농장에서 수확한 10-13 Brix 이상 최상급 딸기로 제작 & 당일 생산한 떡으로 출고됩니다!  🍓보냉박스, 아이스팩 포장 & 1개씩 개별 포장되어 가루날림 없이 배송됩니다!  🍓가장 맛있게 먹기 위해, 상온에서 3-4시간 내 섭취, 냉장 보관 후 당일 섭취를 권장드려요!  🍓 딸기가 물러져서 당일 섭취 불가 시 꼭! 냉동 보관 후 해동하여 드시길 추천해요! 전 1시간 정도 되었을때 떡도 쫀득하고 딸기는 샤베트처럼 사각사각 맛있더라구요😋  궁금한 점은 언제든 DM 문의주세요! 모두 대환영이옵니다🫶🏻🫶🏻",프롬서희,2025-01-08,PT45S,82851,2458,129,youtube,30
프롬서희_20250102,케이크가 통째로 들어간 대만 찹쌀떡!!,#shorts #대만음식 #대만간식 #대만여행 #taiwan #taiwanfood #taipei #mukbang #eatingshow,프롬서희,2025-01-02,PT44S,139654,3844,25,youtube,837
프롬서희_20250101,비닐채로 짜먹는 대만식 꿀젤리(?),#shorts #대만간식 #대만음식 #taiwan #taiwanfood #mukbang,프롬서희,2025-01-01,PT46S,2177448,56188,178,youtube,798
프롬서희_20241228,대만 플리마켓의 동물농장 수제 펑리수,#shorts #mukbang #대만음식 #대만간식,프롬서희,2024-12-28,PT34S,137148,4177,51,youtube,207
프롬서희_20241226,해외에서 맛있다고 난리난 쪽파 크림치즈 베이컨?,#shorts,프롬서희,2024-12-26,PT52S,389372,9726,74,youtube,513
프롬서희_20241225,수제 크리스마스 간식 50초 먹방ASMR @냠사친,#크리스마스 #christmas #viralfood #shorts #eatingshow #eatingsounds #mukbang,프롬서희,2024-12-25,PT55S,111609,3104,60,youtube,61
프롬서희_20241223,케이크 전문점 수건케이크! 가격만큼 맛있을까?,#shorts #수건케이크 #마오쥔젤 #chinesefood,프롬서희,2024-12-23,PT57S,117397,3169,45,youtube,107
프롬서희_20241221,요청받은 통순대 소스 먹방ASMR #eatingshow,#mukbang #eatingshow #asmrsounds #shorts,프롬서희,2024-12-21,PT53S,164207,4611,97,youtube,61
프롬서희_20241220,얼음물에 넣으면 캔디로 변하는 일본 꿀젤리,,프롬서희,2024-12-20,PT45S,196459,4939,48,youtube,699
프롬서희_20241217,이디야에 새로 출시한 중국 수건케이크? 맛있을까,#shorts #chinesefood #마오쥔젤 #수건케이크 #먹방,프롬서희,2024-12-17,PT36S,117888,3000,44,youtube,107
프롬서희_20241213,각성하고 또 출시한 편의점 스웨디시 젤리?!,,프롬서희,2024-12-13,PT53S,384065,9181,78,youtube,798
프롬서희_20241211,제주도 물로 만든 100% 수제 물 젤리?,#shorts #제주도 #먹방 #물젤리,프롬서희,2024-12-11,PT48S,124145,3813,48,youtube,798
프롬서희_20241209,부천까지 가서 사온 중국 수건케이크,,프롬서희,2024-12-09,PT54S,274168,7004,81,youtube,107
프롬서희_20241206,유리알 일본 캔디? 간식창고 먹방ASMR,#먹방 #japanesefood #japan #jelly #viralfood #eatingshow #eatingsounds #mukbang #shorts,프롬서희,2024-12-06,PT56S,344006,10023,67,youtube,61
프롬서희_20241206,두찜 신메뉴로 극강의 가성비 즐기는 법?,#두찜 #두찜타코라구요 #두찜신메뉴 #shorts,프롬서희,2024-12-06,PT55S,44598,1177,25,youtube,27
프롬서희_20241204,편의점 스웨디시 전자레인지 돌리면 오리지널과 비슷할까?,#shorts,프롬서희,2024-12-04,PT40S,200279,5007,61,youtube,716
프롬서희_20241203,슈가파우더에 절여먹는 크랜베리 캔디?,#cranberries #candiedcranberries #candiedfruit #viralfood #viralvideo #shorts,프롬서희,2024-12-03,PT51S,189753,4196,98,youtube,511
프롬서희_20241130,편의점 스웨디시 젤리? 오리지널과 비슷할까?,,프롬서희,2024-11-30,PT49S,778802,16150,200,youtube,716
프롬서희_20241128,배달어플 꼭 시켜야 할 불닭 떡볶이?! 굿즈도 준다고?,#떡참 #떡볶이참잘하는집 #불닭로제떡볶이 #곽철이 #곽철이굿즈 #불닭 #shorts,프롬서희,2024-11-28,PT50S,39365,1169,38,youtube,83
프롬서희_20241127,스웨덴 캔디보다 꾸덕 쫀득한 미국 퍼지캔디,,프롬서희,2024-11-27,PT49S,997392,23398,152,youtube,286
프롬서희_20241124,일본 돈키호테 꼭 사야할 킨조 유사 젤리?,#shorts,프롬서희,2024-11-24,PT48S,216596,6316,36,youtube,346
프롬서희_20241121,요아정 신상 망고초코쉘이 출시했다고? (feat 일리윤),#일리윤 #요아정 #요아정꿀조합 #민크정 #shorts,프롬서희,2024-11-21,PT47S,85005,2091,44,youtube,56
프롬서희_20241120,홈플러스에서 구매한 스웨디시 젤리?!,,프롬서희,2024-11-20,PT53S,355471,6903,102,youtube,255
프롬서희_20241119,3시간 동안 만든 중국 수건케이크 마오진젤,#shorts,프롬서희,2024-11-19,PT52S,84039,2121,26,youtube,48
프롬서희_20241118,해외에서 유행하는 통양파 끓여먹기? #onionboil,#viralvideo #viralshorts #foodie #foodtrend #onionboil #shorts,프롬서희,2024-11-18,PT49S,90193,2806,46,youtube,696
프롬서희_20241115,먹을 수 있는 테무 크로와상 탕후루 조명,,프롬서희,2024-11-15,PT48S,84910,2323,39,youtube,175
프롬서희_20241112,간식 유튜버가 만들어준 수제 꿀젤리 모나카 @반달샘,,프롬서희,2024-11-12,PT48S,141893,4028,47,youtube,207
프롬서희_20241111,유행하는 해산물 마시멜로우로 만든 쫀득쿠키 @반달샘,#shorts,프롬서희,2024-11-11,PT56S,135835,4296,33,youtube,46
프롬서희_20241110,픽스 초콜렛보다 맛있는 원조 블린더 두바이 초콜렛 @반달샘,#shorts,프롬서희,2024-11-10,PT54S,314781,8600,81,youtube,539
프롬서희_20241109,요즘 쫀득쿠키로 불리는 누가쿠키 종류별로 먹방,,프롬서희,2024-11-09,PT58S,95238,0,46,youtube,61
프롬서희_20241108,크림이 흘러내리는 중국 생크림 찹쌀떡,#shorts #먹방 #음식먹방 #mukbang #먹방asmr #asmrsounds,프롬서희,2024-11-08,PT58S,146890,3940,63,youtube,837
프롬서희_20241106,오픈런해서 구한 중국 수건케이크 마오쥔젤,#shorts #중국디저트 #수건케이크 #마오쥔젤,프롬서희,2024-11-06,PT56S,215503,5909,65,youtube,47
프롬서희_20241105,크림이 촤르륵 흘러 내리는 대만식 찹쌀떡,,프롬서희,2024-11-05,PT57S,199576,6173,44,youtube,837
프롬서희_20241102,스웨디시 젤리로 만든 아이스 코하쿠토 80초 먹방ASMR,#shorts #스웨디시젤리 #스웨덴캔디 #코하쿠토 #먹방asmr #mukbang #eatingsounds #eatingshow,프롬서희,2024-11-02,PT1M19S,93699,1523,21,youtube,61
프롬서희_20241101,5만원짜리 스웨디시 젤리 코하쿠토,#shorts #스웨디시젤리 #스웨덴젤리 #코하쿠토 #아이스코하쿠토,프롬서희,2024-11-01,PT45S,277920,7545,46,youtube,798
프롬서희_20241030,24시 케이크 마트의 신기한 계란 케이크?,#shorts #케이크 #24시케이크마트,프롬서희,2024-10-30,PT53S,236999,7480,63,youtube,229
프롬서희_20241029,하리보 코하쿠토 80초 먹방ASMR (사각사각 소리 대박❄️),,프롬서희,2024-10-29,PT1M20S,49556,1014,39,youtube,61
프롬서희_20241029,24시간 만든 하리보 아이스 코하쿠토,#shorts #frozengummyjelly,프롬서희,2024-10-29,PT47S,155154,5219,89,youtube,190
프롬서희_20241027,스웨디시 젤리는 감초맛이 찐이라고?,#스웨디시젤리 #스웨덴캔디 #shorts,프롬서희,2024-10-27,PT54S,409326,8742,103,youtube,219
프롬서희_20241024,겹겹이 떼어먹는 태국 레이어드 떡 케이크,,프롬서희,2024-10-24,PT47S,191513,5860,74,youtube,895
프롬서희_20241022,외국 언니들이 맛있게 먹던 까먹는 열매,#shorts #thailand #goosberry #먹방,프롬서희,2024-10-22,PT46S,152263,5446,114,youtube,61
프롬서희_20241020,품절대란 일본 꿀젤리 아메모나카 만들기,,프롬서희,2024-10-20,PT50S,180448,4736,59,youtube,673
프롬서희_20241019,수제 딕만스 얼려먹기 vs 구워먹기,,프롬서희,2024-10-19,PT49S,125282,3406,60,youtube,609
프롬서희_20241017,진짜 라즈베리 씨가 박혀있는 수제 말차 딕만스,#shorts,프롬서희,2024-10-17,PT46S,169342,5474,60,youtube,54
프롬서희_20241015,먹는 스펀지? 종합제리 먹방ASMR,#shorts #asmr #asmrsounds #eatingsounds #eatingshow #mukbang #koreanfood,프롬서희,2024-10-15,PT58S,138159,4188,77,youtube,61
프롬서희_20241014,틱톡 유행 일본 스시도넛?,,프롬서희,2024-10-14,PT36S,93749,2168,53,youtube,115
프롬서희_20241014,틱톡에서 엄청 유행했던 캔디 케이크?!,#바주카캔디 #조카선물 #할로윈선물 #틱톡간식 #틱톡캔디 #간식추천 #shorts,프롬서희,2024-10-14,PT41S,90831,1415,49,youtube,890
