VIDEO_ID,KEYWORD_ID,TITLE,DESCRIPTION,CHANNEL_TITLE,PUBLISHED_AT,DURATION,VIEW_COUNT,LIKE_COUNT,COMMENT_COUNT,PLATFORM
츄베릅jmt_20250616,1,요즘 빠진 내 간식꽈자❤️ #빵지순례 #콩볼 #쭈롱베이커리 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #간식추천 #디저트먹방,,츄베릅JMT,2025-06-16,PT25S,31366,315,12,youtube
츄베릅jmt_20250614,1,까르보불닭에 치즈 잔뜩 넣어 낋여왔습니다. 먹방ASMR,"긴 영상을 원하시는 분들이 많으셔서 예전영상을 길게 편집해서 왔습니당!  반응 좋으면 또 길게 가져올게요!  구독, 좋아요, 알림설정은 사랑입니다🫶 인스타그램, 틱톡 팔로우🥰  #불닭볶음면 #불닭 #까르보불닭 #까르보불닭볶음면 #치킨먹방 #라면먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #꿀조합",츄베릅JMT,2025-06-14,PT3M3S,4388,106,18,youtube
츄베릅jmt_20250613,1,이거 부채아니냐고 ㅋㅋㅋ #자메이카 #자메이카통다리 #신라면 #신라면툼바 #투움바 #라면먹방 #치킨먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #꿀조합,,츄베릅JMT,2025-06-13,PT26S,32658,440,15,youtube
츄베릅jmt_20250612,1,빵 쫀득하게 먹기? #베이글 #베이글샌드 #빵지순례 #동명양과자점 #연남동 #먹방asmr #먹방 #먹방 #야식추천 #mukbang #디저트먹방 #간식추천 #디저트먹방 #asmr,,츄베릅JMT,2025-06-12,PT30S,134045,1920,26,youtube
츄베릅jmt_20250612,1,먹어도 살 안찌는 비결? #처갓집 #슈프림양념치킨 #양념치킨 #치킨먹방 #치킨추천 #먹방asmr #먹방 #먹방브이로그 #mukbang #야식추천 #asmr #배달음식,,츄베릅JMT,2025-06-12,PT29S,68180,893,23,youtube
츄베릅jmt_20250611,1,이거 미친조합이네;; #처갓집 #슈프림양념치킨 #양념치킨 #불닭 #불닭볶음면 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #치킨먹방 #라면먹방,,츄베릅JMT,2025-06-11,PT30S,161296,3629,68,youtube
츄베릅jmt_20250611,1,이 조합 실화냐;; #꿀조합 #단짠단짠 #먹방asmr #스팸 #메이플시럽 #메이플 #먹방 #먹방브이로그 #mukbang #야식추천 #asmr #간식추천,,츄베릅JMT,2025-06-11,PT32S,36015,304,43,youtube
츄베릅jmt_20250610,1,뿌링뿌링 끝나지 않았다!💛 #뿌링치즈볼 #뿌링클 #뿌링클먹방 #mukbang #먹방asmr #먹방브이로그 #bhc #먹방 #야식추천 #asmr #치킨먹방,,츄베릅JMT,2025-06-10,PT30S,206330,3004,34,youtube
츄베릅jmt_20250609,1,뿌링클 사이드메뉴 추천! #뿌링클 #뿌링치즈볼 #뿌링클먹방 #bhc #핫도그 #소떡소떡 #먹방asmr #먹방 #먹방브이로그 #mukbang #야식추천 #asmr #치킨먹방,,츄베릅JMT,2025-06-09,PT30S,177330,2647,42,youtube
츄베릅jmt_20250609,1,최애 사이드메뉴 적고가. #뿌링클 #뿌링치즈볼 #뿌링클먹방 #치즈볼 #치킨먹방 #먹방asmr #먹방브이로그 #먹방 #bhc #mukbang #야식추천 #asmr,,츄베릅JMT,2025-06-09,PT31S,159953,2677,75,youtube
츄베릅jmt_20250608,1,육회랑 이게 잘 어울리네? #육회 #육회먹방 #마늘빵 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #간식추천 #mukbangers,,츄베릅JMT,2025-06-08,PT30S,23377,241,11,youtube
츄베릅jmt_20250608,1,콰작콰작 소리 미쳤다;; #육회 #마늘빵 #육회먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #간식추천,,츄베릅JMT,2025-06-08,PT29S,28040,307,13,youtube
츄베릅jmt_20250608,1,마늘러버 시청필수 육회꿀조합? #육회 #마늘빵 #꿀조합 #먹방asmr #먹방브이로그 #단짠단짠 #먹방 #mukbang #asmr #야식추천 #간식추천,,츄베릅JMT,2025-06-08,PT35S,23346,197,28,youtube
츄베릅jmt_20250607,1,당신은 지금 닭발이 땡긴다. #닭발 #닭발먹방 #닭발맛집 #먹방브이로그 #먹방asmr #먹방 #mukbang #야식추천 #asmr #배달음식 #치킨먹방,,츄베릅JMT,2025-06-07,PT29S,50645,504,35,youtube
츄베릅jmt_20250606,1,당면 가득 마왕족발! #마왕족발 #족발먹방 #족발맛집 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #배달음식,,츄베릅JMT,2025-06-06,PT30S,45994,715,23,youtube
츄베릅jmt_20250605,1,밥도둑 계란장 만들어먹기! #밥도둑 #연어먹방 #계란장 #먹방asmr #연어 #먹방브이로그 #통연어 #야식추천 #asmr #mukbang #먹방 #연어장,,츄베릅JMT,2025-06-05,PT29S,55909,617,36,youtube
츄베릅jmt_20250604,1,대왕 연어초밥 만들어먹기! #연어초밥 #통연어장 #통연어 #연어먹방 #연어 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #초밥 #asmr,,츄베릅JMT,2025-06-04,PT30S,45402,524,32,youtube
츄베릅jmt_20250604,1,통연어장 만들어먹음! #통연어 #통연어장 #연어먹방 #연어 #밥도둑 #연어장 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천,,츄베릅JMT,2025-06-04,PT30S,42659,515,28,youtube
츄베릅jmt_20250604,1,단짠단짠 대박이다 ;; #콘치즈 #허니버터칩 #간식추천 #야식추천 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #디저트먹방,,츄베릅JMT,2025-06-04,PT32S,32010,424,32,youtube
츄베릅jmt_20250603,1,불닭납작당면에 치킨! #푸라닭 #불닭 #불닭볶음면 #불닭납작당면 #치킨먹방 #고추마요 #먹방asmr #치킨추천 #mukbang #먹방 #야식추천 #asmr,,츄베릅JMT,2025-06-03,PT29S,66841,723,20,youtube
츄베릅jmt_20250602,1,레몬무뼈닭발 마라맛 ! #레몬무뼈닭발 #평천면옥 #량진희 #먹방asmr #먹방 #먹방브이로그 #mukbang #야식추천 #asmr #닭발먹방 #닭발,,츄베릅JMT,2025-06-02,PT25S,60414,478,24,youtube
츄베릅jmt_20250602,1,차가운 닭발이 유행이라고..? #레몬무뼈닭발 #평천면옥 #량진희 #닭발 #닭발먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr,,츄베릅JMT,2025-06-02,PT24S,257246,1878,34,youtube
츄베릅jmt_20250601,1,맘터 핫치즈싸이순살! #맘스터치 #핫치즈싸이순살 #치킨먹방 #치킨추천 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #치즈볼,,츄베릅JMT,2025-06-01,PT30S,87842,1056,27,youtube
츄베릅jmt_20250601,1,이 조합 실화냐;; #치킨너겟 #누텔라 #초코잼 #먹방asmr #먹방브이로그 #단짠단짠 #단짠충베릅 #먹방 #야식추천 #mukbang #꿀조합,,츄베릅JMT,2025-06-01,PT29S,37892,342,27,youtube
츄베릅jmt_20250531,1,당신은 지금 엽기닭볶음탕이 땡긴다. #엽기떡볶이 #엽기닭볶음탕 #먹방asmr #먹방브이로그 #mukbang #야식추천 #asmr #닭볶음 #엽떡,,츄베릅JMT,2025-05-31,PT30S,60655,644,14,youtube
츄베릅jmt_20250530,1,구황작물빠앙 등장 ! 🌽 #구황작물빵 #구황작물 #먹방asmr #빵먹방 #먹방브이로그 #먹방 #mukbang #asmr #간식추천 #디저트먹방,,츄베릅JMT,2025-05-30,PT26S,67088,538,18,youtube
츄베릅jmt_20250529,1,3만원짜리 아이스크림케이크 혼자뿌시기 #배라 #배스킨라빈스 #잔망루피 #아이스크림케이크 #아이스크림 #먹방asmr #먹방브이로그 #먹방 #mukbang #간식추천 #디저트먹방,,츄베릅JMT,2025-05-29,PT28S,82290,712,14,youtube
츄베릅jmt_20250529,1,2층도 뿌셔보았다. #배라 #잔망루피 #아이스크림케이크 #배스킨라빈스 #아이스크림 #먹방asmr #먹방브이로그 #mukbang #간식추천 #asmr #디저트먹방,,츄베릅JMT,2025-05-29,PT27S,194469,1885,32,youtube
츄베릅jmt_20250528,1,3만원 아이스크림케이크 산다만다? #배라 #배스킨라빈스 #잔망루피 #아이스크림케이크 #아이스크림 #먹방asmr #먹방 #먹방브이로그 #mukbang #간식추천 #디저트먹방,,츄베릅JMT,2025-05-28,PT26S,407773,3932,41,youtube
츄베릅jmt_20250528,1,배라 잔망루피 막차탑승 ! #배라 #배스킨라빈스 #잔망루피 #아이스크림케이크 #아이스크림 #먹방asmr #먹방 #mukbang #간식추천 #디저트먹방 #먹방브이로그,,츄베릅JMT,2025-05-28,PT27S,291562,3075,34,youtube
츄베릅jmt_20250528,1,배라 잔망루피 아슈크림케이쿠 ! #배스킨라빈스 #배라 #잔망루피 #아이스크림케이크 #아이스크림 #먹방asmr #먹방브이로그 #mukbang #간식추천 #디저트먹방 #asmr,,츄베릅JMT,2025-05-28,PT30S,95314,920,27,youtube
츄베릅jmt_20250527,1,치즈가루 솔솔 고추바사삭 순살! #고추바사삭 #굽네치킨 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #치킨먹방 #치킨추천 #치즈볼,,츄베릅JMT,2025-05-27,PT25S,49878,635,20,youtube
츄베릅jmt_20250526,1,치킨 추천 1등 황금치킨 ? #뿌링클 #치즈볼 #뿌링클먹방 #먹방브이로그 #먹방asmr #먹방 #mukbang #asmr #야식추천 #치킨먹방 #bhc #배달음식,,츄베릅JMT,2025-05-26,PT29S,142533,2413,17,youtube
츄베릅jmt_20250525,1,불족발에 까르보불닭 ㄹㅈㄷ;; #불족발 #까르보불닭 #불닭 #불닭볶음면 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #족발먹방,,츄베릅JMT,2025-05-25,PT30S,49935,770,28,youtube
츄베릅jmt_20250523,1,레전드 조합 발견;; #불족발 #까르보불닭 #불닭볶음면 #불닭 #먹방asmr #불족발까르보 #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #배달음식,,츄베릅JMT,2025-05-23,PT30S,42137,620,24,youtube
츄베릅jmt_20250523,1,KFC치킨에 치즈소스 잔뜩묻히면? #치킨먹방 #kfc #chicken #치즈소스 #먹방브이로그 #먹방asmr #mukbang #먹방 #asmr #야식추천 #배달음식,,츄베릅JMT,2025-05-23,PT28S,53311,844,19,youtube
츄베릅jmt_20250521,1,핫뿌링클에 뿌링치즈볼 조합 뿌셔❤️ #핫뿌링클 #뿌링클 #뿌링치즈볼 #치킨먹방 #치즈볼 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #배달음식,,츄베릅JMT,2025-05-21,PT30S,136302,2148,38,youtube
츄베릅jmt_20250521,1,구황작물빵 먹어보기 2탄 #구황작물 #구황작물빵 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #간식추천 #asmr #디저트먹방,,츄베릅JMT,2025-05-21,PT25S,71508,757,28,youtube
츄베릅jmt_20250520,1,마라샹궈 필수 재료 적고가 #마라샹궈 #마라샹궈먹방 #꿔바로우 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #배달음식,,츄베릅JMT,2025-05-20,PT30S,222043,2716,24,youtube
츄베릅jmt_20250520,1,구황작물빠앙 1탄 #감자빵 #구황작물빵 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #간식추천 #빵먹방 #디저트먹방,,츄베릅JMT,2025-05-20,PT30S,187379,1934,25,youtube
츄베릅jmt_20250519,1,아이스크림 케이크 혼자 먹는 으른✌🏻 #배라 #배스킨라빈스 #아이스크림 #아이스크림케이크 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #간식추천 #디저트먹방,,츄베릅JMT,2025-05-19,PT27S,78713,793,30,youtube
츄베릅jmt_20250519,1,배라에서 최애는 무슨맛? #배라 #배스킨라빈스 #아이스크림 #아이스크림케이크 #먹방asmr #먹방브이로그 #mukbang #야식추천 #디저트먹방 #간식추천,,츄베릅JMT,2025-05-19,PT30S,342126,5327,47,youtube
츄베릅jmt_20250518,1,자메이카 통다리에 치즈소스? #shorts #bbq #먹방asmr #자메이카 #자메이카통다리 #먹방브이로그 #먹방 #치즈 #asmr #야식추천 #치킨먹방,,츄베릅JMT,2025-05-18,PT30S,44213,596,20,youtube
츄베릅jmt_20250516,1,이거 왜이래;; #불닭볶음면 #불닭 #푸팟퐁커리 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #킬바사소시지 #킬바사 #asmr,,츄베릅JMT,2025-05-16,PT32S,36737,429,22,youtube
츄베릅jmt_20250516,1,불닭 푸팟퐁커리에 킬바사 소세지? #푸팟퐁커리 #불닭 #불닭볶음면 #먹방asmr #킬바사소시지 #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #라면먹방,,츄베릅JMT,2025-05-16,PT30S,40307,431,22,youtube
츄베릅jmt_20250514,1,왕큰딸기 박힌 2세대 쫀득쿠키? #쫀득쿠키 #2세대쫀득쿠키 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #간식추천 #디저트먹방,,츄베릅JMT,2025-05-14,PT30S,31909,319,18,youtube
츄베릅jmt_20250514,1,2세대 쫀득쿠키 두바이초코? #쫀득쿠키 #2세대쫀득쿠키 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #간식추천 #디저트먹방,,츄베릅JMT,2025-05-14,PT32S,31396,255,10,youtube
츄베릅jmt_20250513,1,치밥은 역시 이거지 #처갓집 #처갓집양념치킨 #슈프림양념치킨 #먹방asmr #먹방브이로그 #치킨먹방 #mukbang #asmreating #야식추천,,츄베릅JMT,2025-05-13,PT28S,105653,1914,21,youtube
츄베릅jmt_20250512,1,배홍동 칼빔면에 육회 조합;;2편💕 #배홍동 #배홍동칼빔면 #배홍동비빔면 #육회 #육회비빔면 #먹방asmr #먹방 #먹방브이로그 #mukbang #야식추천 #asmr,,츄베릅JMT,2025-05-12,PT33S,69718,942,27,youtube
츄베릅jmt_20250512,1,배홍동칼빔면에 육회 잔뜩 1편💕 #배홍동 #배홍동칼빔면 #육회 #육회비빔면 #먹방asmr #먹방브이로그 #배홍동비빔면 #먹방 #mukbang #야식추천 #asmr,,츄베릅JMT,2025-05-12,PT33S,131041,1752,22,youtube
츄베릅jmt_20250511,1,연어깍두기는 이거랑 드쇼 #연어 #연어먹방 #먹방asmr #먹방브이로그 #먹방 #연어깍두기 #야식추천 #불닭 #mukbang #asmr,,츄베릅JMT,2025-05-11,PT30S,78044,836,27,youtube
츄베릅jmt_20250511,1,요즘엔 연어를 이렇게 먹는다고? #연어 #연어깍두기 #불닭 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr,,츄베릅JMT,2025-05-11,PT38S,620979,8489,51,youtube
츄베릅jmt_20250507,1,불닭납작당면에 치즈넣으니 ㄷㄷ #shorts #불닭볶음면 #불닭납작당면 #고추마요 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmr #치킨먹방 #푸라닭,,츄베릅JMT,2025-05-07,PT30S,67163,769,20,youtube
츄베릅jmt_20250502,1,흑임자 맛집 툇마루 편의점 콜라보? #shorts #당과점 #흑임자 #롤케이크 #먹방asmr #먹방브이로그 #먹방 #간식추천 #편의점먹방 #편의점신상 #asmr #툇마루,,츄베릅JMT,2025-05-02,PT24S,28967,234,10,youtube
츄베릅jmt_20250502,1,CU에서 발견하면 무조건 겟하쇼! #shorts #당과점 #흑임자카스테라 #먹방asmr #먹방브이로그 #먹방 #mukbang #편의점먹방 #편의점신상 #asmr #간식추천,,츄베릅JMT,2025-05-02,PT32S,22505,209,10,youtube
츄베릅jmt_20250428,1,까르보불닭에 치즈와르르 #shorts #까르보불닭 #불닭볶음면 #먹방asmr #먹방브이로그 #먹방 #소바바치킨 #asmreating #야식추천 #라면먹방,,츄베릅JMT,2025-04-28,PT32S,42949,642,31,youtube
츄베릅jmt_20250425,1,전 푸라닭 알바생의 고추마요 맛있게 먹는법? #푸라닭 #고추마요 #블랙알리오 #먹방asmr #먹방 #먹방브이로그 #asmreating #야식추천 #치킨먹방 #mukbang,,츄베릅JMT,2025-04-25,PT33S,50257,799,29,youtube
츄베릅jmt_20250421,1,마라샹궈에 꿔바로우 먹다가 맛집발견 #shorts #마라샹궈 #마라탕 #먹방asmr #꿔바로우 #mukbang #먹방브이로그 #야식추천 #asmreating #배달음식,,츄베릅JMT,2025-04-21,PT31S,296616,5138,50,youtube
츄베릅jmt_20250418,1,기영이숯불양념치킨엔 우동사리 필수 #shorts #숯불양념치킨 #치킨먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #야식추천 #asmreating #배달음식,,츄베릅JMT,2025-04-18,PT30S,34937,504,18,youtube
츄베릅jmt_20250416,1,안팔아서 못먹는 봄날엔 초코퐁당요거꿀떡? #shorts #봄날엔 #초코퐁당요거꿀떡 #먹방asmr #여수언니 #먹방브이로그 #야식추천 #간식추천 #디저트먹방 #asmr,,츄베릅JMT,2025-04-16,PT31S,94973,696,18,youtube
츄베릅jmt_20250414,1,뿌링클에 보들보들치즈볶음면? #shorts #뿌링클 #먹방asmr #불닭볶음면 #먹방브이로그 #야식추천 #asmreating #치킨먹방 #bhc #뿌링클먹방 #불닭 #먹방,,츄베릅JMT,2025-04-14,PT33S,35842,511,24,youtube
츄베릅jmt_20250411,1,지금 아니면 못가는 벚꽃야장삼겹살? #shorts #벚꽃맛집 #야장맛집 #먹방asmr #먹방브이로그 #삼겹살 #asmreating #벚꽃데이트 #성북천 #벚꽃야장,,츄베릅JMT,2025-04-11,PT15S,25380,185,22,youtube
츄베릅jmt_20250410,1,보름달 말차초코 버전? #shorts #보름달 #먹방asmr #먹방브이로그 #mukbang #asmreating #간식추천 #편의점신상 #신상리뷰 #빵먹방 #편의점먹방,,츄베릅JMT,2025-04-10,PT37S,21603,167,17,youtube
츄베릅jmt_20250407,1,엽기떡볶이 히든메뉴? #shorts #엽기떡볶이 #엽기닭볶음탕 #엽떡 #먹방asmr #먹방브이로그 #mukbang #먹방 #야식추천 #asmreating #떡볶이,,츄베릅JMT,2025-04-07,PT33S,72603,1393,21,youtube
츄베릅jmt_20250406,1,처갓집 슈프림양념치킨엔 역시 이거? #shorts #처갓집 #슈프림양념치킨 #먹방asmr #먹방브이로그 #mukbang #치킨먹방 #야식추천 #양념치킨 #asmreating,,츄베릅JMT,2025-04-06,PT39S,75721,1783,27,youtube
츄베릅jmt_20250404,1,통김치에 뚱대창 든 레전드 두찜신상;; #shorts #두찜 #실비한우곱찜닭 #찜닭 #한식 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmreating #야식추천,,츄베릅JMT,2025-04-04,PT39S,65618,758,33,youtube
츄베릅jmt_20250330,1,후라이드치킨 1등은 어디? #shorts #bbq #황금올리브 #먹방asmr #치킨 #치킨먹방 #mukbang #먹방브이로그 #먹방 #asmr #야식추천 #후라이드치킨 #비비큐,,츄베릅JMT,2025-03-30,PT37S,37502,527,22,youtube
츄베릅jmt_20250325,1,고추바사삭에 로제불닭 조합이란? #shorts #고추바사삭 #먹방asmr #불닭볶음면 #불닭 #먹방브이로그 #먹방 #mukbang #치킨먹방 #야식추천 #asmr #굽네치킨,,츄베릅JMT,2025-03-25,PT38S,36509,619,29,youtube
츄베릅jmt_20250322,1,뿌링클 수혈 했습니다. #shorts #bhc #뿌링클 #먹방브이로그 #먹방asmr #먹방 #치즈볼 #치킨먹방 #asmr #야식추천 #mukbang #뿌링클먹방,,츄베릅JMT,2025-03-22,PT35S,251665,3153,47,youtube
츄베릅jmt_20250320,1,두산베어스랑 콜라보한 연세우유생크림빵 신상? #연세우유크림빵 #먹산생크림빵 #두산베어스 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmreating #간식추천 #신상,,츄베릅JMT,2025-03-20,PT32S,37783,426,38,youtube
츄베릅jmt_20250316,1,KFC 통다리치킨에 치즈소스? #kfc #먹방asmr #먹방브이로그 #asmr #치킨 #치킨먹방 #야식추천 #양념치킨 #치즈소스 #먹방 #mukbang #asmreating,,츄베릅JMT,2025-03-16,PT32S,127640,4119,40,youtube
츄베릅jmt_20250314,1,꿔바로우 먹을 때 나는 소리 #shorts #꿔바로우 #마라탕 #마라 #마라공방 #mukbang #먹방asmr #먹방브이로그 #asmr #야식추천 #마라탕맛집,,츄베릅JMT,2025-03-14,PT12S,25805,449,22,youtube
츄베릅jmt_20250312,1,굽네 고추바사삭 순살에 치즈가루 와르르 #shorts #고추바사삭 #굽네치킨 #치즈볼 #먹방asmr #먹방브이로그 #asmreating #야식추천 #치킨먹방 #치킨맛집,,츄베릅JMT,2025-03-12,PT37S,113590,2400,49,youtube
츄베릅jmt_20250310,1,당면 가득 마왕족발 먹어봤음? #shorts #마왕족발 #족발맛집 #족발먹방 #먹방asmr #먹방브이로그 #먹방 #mukbang #asmr #야식추천 #당면 #asmreating,,츄베릅JMT,2025-03-10,PT41S,56780,854,32,youtube
츄베릅jmt_20250306,1,다음날 일정없는 사람만 먹어야하는 치킨? #shorts #맵슐랭 #자담치킨 #먹방asmr #먹방브이로그 #먹방 #치킨먹방 #야식추천 #asmr #mukbang #치킨 #치즈볼,,츄베릅JMT,2025-03-06,PT1M29S,19534,385,22,youtube
츄베릅jmt_20250304,1,CU에 쑥크림이 나왔다니;; #shorts #여수당 #먹방asmr #먹방브이로그 #mukbang #asmreating #편의점신상 #편의점먹방 #씨유신상 #쑥디저트 #디저트맛집,,츄베릅JMT,2025-03-04,PT50S,12754,191,19,youtube
