COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT
홍지_hongji_20250713_c2,홍지_hongji_20250713,@짜파게티-f1y,집에 식당차려도 되겟어요ㅋㅋㅋ,2025-07-14
홍지_hongji_20250713_c3,홍지_hongji_20250713,@Duda_woo,과일 때깔이 그냥 미쳤어요❤🤤,2025-07-13
홍지_hongji_20250712_c1,홍지_hongji_20250712,@유웅-z4x,웅니.. 혹시 롱폼먹방찍어주실 수 있나요??? 너무 맛있는 메뉴들인데 영상길이가 짧아서 너무 아수워요ㅜㅜ😢,2025-07-27
홍지_hongji_20250712_c2,홍지_hongji_20250712,@Lilac__dreams,남자친구분 정체가 모죠...? 한식 만드는 젊은 남자 첨봐,2025-07-23
홍지_hongji_20250712_c3,홍지_hongji_20250712,@짜파게티-f1y,완전 진수성찬….😻,2025-07-12
홍지_hongji_20250712_c4,홍지_hongji_20250712,@Duda_woo,조합이 그냥 미춌어여❤❤❤,2025-07-12
홍지_hongji_20250712_c5,홍지_hongji_20250712,@tttyyysss123,"와 처음보는데 너무 맛있게 드셔서
바로 픽..❤",2025-07-12
홍지_hongji_20250711_c1,홍지_hongji_20250711,@Duda_woo,스텔라 급나 좋아유❤❤❤❤❤,2025-07-12
홍지_hongji_20250711_c2,홍지_hongji_20250711,@짜파게티-f1y,치즈 눈으로만 봐도 맛있는 치즈인거같아요😭😭,2025-07-11
홍지_hongji_20250710_c1,홍지_hongji_20250710,@짜파게티-f1y,찐빵 빵은 씹으면서 꾸덕해지는게 ㄹㅇ입니다.,2025-07-10
홍지_hongji_20250710_c2,홍지_hongji_20250710,@Duda_woo,식감 겁나 좋아보여요옹❤❤❤,2025-07-10
홍지_hongji_20250709_c1,홍지_hongji_20250709,@Duda_woo,홍지님이 간계 드시길 기다렸어요❤❤❤,2025-07-09
홍지_hongji_20250709_c2,홍지_hongji_20250709,@o.o6720,간게 만들어주는 남친 귀하네요,2025-07-09
홍지_hongji_20250706_c1,홍지_hongji_20250706,@짜파게티-f1y,전에 가서 찍으신 영상인가여??소리 대박🥹,2025-07-06
홍지_hongji_20250706_c2,홍지_hongji_20250706,@SKY-8203,입이 토끼같아서 오믈오믈. . 귀엽게 드시네요 ㅎㅎㅎ,2025-07-06
