작성일,좋아요 수,본문,해시태그,댓글 목록
2024-10-19,7702,엄마와 딸의 몸이 바뀐다면 [몰아보기] feat.젼언니가부른 드라마ost 들어보세요😍 수정됨 · 40주,"#젼언니, #부캐, #첫쪽이, #젼쪽이, #릴스, #공감","yunseo7021 | 2025-01-14 | 젼쪽이 노래할때웃기고 귀엽다!! 젼쪽이 노래로2분짜리생기면좋겠다
joesuyeon17 | 2024-10-14 | 젼언니 노래를 들으니 무대위의 젼언늬도 보고싶네요~~ 꼭 무대에서 노래하고 연기하는 모습 다시 보여주세요~~💕
k.yeon_sil | 2024-10-14 | 너무 재미있어요..감동두 있구..눈물쭈루륵😂😂😂
yellowskyj | 2024-12-09 | 한방에 볼수있어서 너무 좋으당ㅎ
taeyun4827 | 2024-10-16 | 정주행 재밌다ㅋㅋ 이노래 다시 들을수 있을까요??
dotory0521 | 2024-12-22 | 울고있는 나...😢
gimcaehyi3437 | 2025-04-25 | 언니! 저 젼언니 굿즈 시켰는데 안전하게 도착했구! 박스 넘예뻐서 못 버리고 있구여😂 암튼 굿즈 넘 맘에 드네여😂😂😂😂 👍🏻👍🏻👍🏻👍🏻👍🏻🫶🏻🫶🏻🫶🏻
5u_.he3 | 2025-04-11 | 아 진짜 봐도봐도 재밌어 ㅋㅋ 2번째 편에서 엄마가 첫쪽이 됬을때 너무 귀여워 언니 ㅋㅋ 앞으로도 이런 스토리 많이 올려주세뇽😍 항상 응원해 🥰
12_27_hyorang | 2024-10-14 | 젼언니 😍😍😍사이다같은 청량감 목소리~귀가 뻥~넘 넘 듣기 좋아요 제표현은 후지지만 젼언니 호소력 넘치는 목소리 티비에서 들을수 있으면 좋겠어요
gr_s212 | 2024-10-19 | 언니 이 노래 너무 듣고싶은데ㅠㅠ 어디서 들을 수 있을까요?ㅜㅜ
jey_jey_jey_ | 2024-10-14 | 재미따!!
jan2t_12 | 2024-10-30 | 언니 겁나 잘해 역시 믿고 보는 거임
아 운니 퍼지 캔다 머거조 ㅈㅂㅈㅂㅈㅂ
hansohyeon823 | 2025-04-27 | ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
jjung8968 | 2025-06-05 | 아진이알아요?
y.ujo0 | 2025-02-27 | ❤️
isomin343 | 2025-07-05 | 노래부르시는거 젼언니에용??!?!
baesomin0417 | 2025-07-04 | 너무 재밌어요
ambrasemoa | 2025-06-23 | 안돼부터 시작하는거 진짜…..😂
ijimin1806 | 2024-12-09 | 언니 너무 재미있어요
suresuresure__youaaaa | 2025-05-09 | 누나 스토리에 오늘 올라온 착용하신네크리스 목걸이 정보좀 ㅠㅠ 너무 탐나요
yo_.woo | 2024-10-24 | 노래 직접 부르셨어요?!?!?
x___gain | 2025-06-18 | 젼언니젼언니 저랑 맞팔해주세요 아님 댓글로 제가 7월에 품새대회를 가서요ㅠ응원이라도....제발 언니 찐팬이에요유유유ㅠ
zoa373 | 2024-10-15 | 그냥 우연히 들엇는데 노래가 너무 좋네요 😍
hansohyeon823 | 2025-04-27 | 언니
ijimin1806 | 2024-12-09 | 언니 팬이에요
dasom__0707 | 2025-01-22 | 젼언니 !연기너무 잘하는거아냐 ??😍😍❤️❤️
kimmssooo | 2025-02-03 | 왜케 고퀄이쥬?ㅋㅋㅋ
si_yoou7311 | 2025-01-10 | 부모님 옆에서 보다가 울었다ㅠㅠㅋㅋ
seoyeji1124 | 2025-03-09 | 특징 넘 잘살리신듯 ㅋ
ma2huna | 2025-02-13 | 개꿀잼이네
iroun1004 | 2024-11-09 | 운니 다음화 빨리만드러죠 기대하께 운니연기실력 대박아니야???운니항상 응원합니다.❤️❤️
bjw_0979 | 2025-04-09 | 언니 람보트위스트 있잖아 그거 새콤짱에 들어있는 흰색 부분이랑 비슷할거 같아 😍
hayun5366 | 2025-04-06 | 항상 좋은영상 감사드려요 항상 젼둥이들 웃게해줘서 넘 고마워요 사실 제가 고2라서 정말 너무 힘든데 여러가지 고민들과 결정을해야해서 , 근데 언니영상을보면 정말 웃음도 나고 잠시라도 걱정과 선택 그런거에 벗어날수있어서 넘 좋아요 😍😍😍 항상 행복하시고 늘 좋은영상 많이 올려주세요 ❤️❤️
jeonggyumin29 | 2025-01-14 | 웃기다
moe.staff | 2025-04-09 | 으갸캬😂😂😂
choimina161820 | 2025-07-24 | 안녕하세요.저는3학년2반보미라고합니다. 이거는 학교에서 하는게 아닌 그냥 제가 쓰고싶어쓰는것 입니다. 매일매일 영상을 잘 보고있고요. 하루하루 너무 재밌게 보고있습니다. 만일 악플이 많으시다면 속상해하지마시고 이 댓글을 보고 속상하지말았으면 좋겠습니다 그리고 우리부모님이 한번 젼언니 영상을 보고 한번 먹을것을 만들어 보았는데 우리부모님우리모든가족이맛있다고합니다.그리고 우리가족 모두다 좋아하는 채널이라서 매일보니까 매일이 젼언니 덕분에 웃음이 끈기지 않습니다 항상 영상을 올려주시고 웃음을 주셔서 감사합니다
onedoor_0520 | 2025-04-06 | 언니야 맞팔 안되나요
hun_loves_young_viola | 2024-10-21 | 젼언니 평소 목소리 허스키해서 이렇게 맑은목소리가 나올지 몰랐어요😍😍 너무 멋지세요.
dkdldpakelly_ | 2024-10-28 | 연기잘한닷👏👏💗
su._.na | 2024-10-16 | 근데 요즘 왜 젼쪽이 안올리나요?😢 전쪽이 해제됏나요??
lujimama | 2024-10-14 | 젼 언니껀 항상 감동이 묻어 있어요~~~ㅠㅠ
clezia_ps | 2024-10-15 | 😂😂😂😂😂 maravilhosa 😂😂 adoramos 😍👏👏👏🙌🙌 Deus te abençoe 🇧🇷🇧🇷
shs2cl | 2024-10-14 | 와....눈물 한바가지 흘렸어요ㅜ
_stasta | 2024-10-14 | 언니는 못하는게 모에여 ❤️
jeongjiyeong402 | 2024-10-14 | ❤️😍
pprrrr321 | 2024-10-14 | 🔥❤️
eun_seol0605 | 2024-10-14 | 일찍 왔댜
247log | 2024-10-14 | 오
si.xzn1 | 2024-10-14 | 👏
s.1heo | 2024-10-24 | 몰아보기편 너무 재밌어요 ㅋㅋㅋ 글구 계속 듣다 보니까 노래가 너무 좋은거 같애요!!!!
muncaeweon47 | 2024-10-24 | 저도 가수 되고싶어요😍😍
qhgml.12 | 2024-10-24 | 너무 감동이네요. 노래듣다가 울었네요ㅜ
boeonq | 2024-10-24 | 바뀌는게신기하네요
h_._monkey | 2024-10-25 | 와 요조숙녀ost ...?!!
jeong_jiyeong6999 | 2024-10-27 | 😂❤️
yami1234967 | 2024-10-27 | 로블록스 break in 이라고 겜 있는게 그 브금인데
soyena54 | 2024-10-27 | ㅠㅠ 언니 슬퍼요..
gimjiyul403 | 2024-10-27 | 젼언니 노래 들은니까 좋아요 또 듣고 싶어요 이번에 스웨덴 캔디 이벤트 참여하는 사람 입니다 이름은:김영순 입니다
yyeirok.0 | 2024-10-30 | 젼어닌❤️ 하리보의 피코발라 먹어 주세요 (2일 차)
suwan6327 | 2024-11-01 | ㅠㅠㅠㅠㅠ 오랜만이당 ㅠㅠ 젼쪽이네가족 ㅠㅠㅠㅠㅠㅠ
jeong_jiyeong6999 | 2024-11-02 | 언급하지마셔요 싫어합니다😂
sunny_sun.j | 2024-11-02 | 네이버에 가사찾기로 곡 검색해서 오늘 들어봤어요~~~^^ 노래 너무 좋아여~~~^^👏👏👏😍
songmiseon364 | 2024-11-05 | 안경테 정보 알수 있나용?
ca01._mel | 2024-11-10 | 언니 드라마에서 미안한데 스모어 초콜릿(마시멜로 시럽(?ᩚ) 넣고 과자 넣어서 만든 초콜릿) 그거 혹시 스웨덴 젤리 녹여서 만들어도 돼지 않아? 내 아이디어야 !
jeonsuil96 | 2024-11-13 | 새로운 하루도 화이팅 하세요
nhe76zak | 2024-11-13 | 새로운 하루도 화이팅 하세요
babgama5 | 2024-11-13 | 새로운 하루도 화이팅 하세요
thflcu991 | 2024-11-13 | 새로운 하루도 화이팅 하세요
judoeun43 | 2024-11-15 | 젼언니제가젼언니팬이에요ㅠㅠ
judoeun43 | 2024-11-15 | 젼언니화이팅
judoeun43 | 2024-11-23 | 젼언니진짜팬팬팬이에요!!!!
gippeum_14 | 2024-11-30 | 젼언니 ..언니랑 팔이 하고싶어요... 되시면 해주세요 ..❤️❤️넘 좋아해유❤️❤️
cjd20138 | 2024-12-02 | 젼언니🔥 스웨덴시젤리 GS에 나왔대요!!!!
jlybeauty | 2024-12-03 | 첫쪽이는 오디션에서 떨어졌지만 슬프지않았다..😢 오디션 합격보다 더 귀중한걸 얻었으니까요!!!!!!❤️
hootgwzy | 2024-12-12 | 한국식 스웨덴캔디 먹어주세요제발 1트
ingdaon9 | 2024-12-28 | 재미다ㅏㅏㅏㅏㅏ
himinseo9836 | 2025-01-05 | ❤️❤️
yeonseo6021 | 2025-01-13 | 언니 디엠좀봐주시면 안돼여?
youmg2000000002 | 2025-01-16 | 미혼이시죠?
13_jjang | 2025-01-20 | 여기서 나만 틱톡서비스 종료됬냐…? 젼언니님 영상 봐야되는데…ㅠㅠ
jeonseorin16 | 2025-01-29 | 젼언니 존예
_.ryulll.x | 2025-01-31 | 강아지랑 됄수도
emily.csrvalho | 2025-02-15 | Não entendi nada,
somi0424 | 2025-02-19 | 언니 노래 찾아서 맬론에 검색했는데 없어요...ㅠㅠ 플레이리스트에 넣고싶은데 ㅠㅠㅠ
jamong_fruit | 2025-02-22 | 언니 진짜 가수가 꿈이였어? 노래 진짜 잘부르네^^
jeongyejun192 | 2025-02-24 | 저이동네는 GS가 없어서 아쉬워용
rael_eee_ | 2025-03-09 | 운니 혹시..! 저 디엠 좀 받아주세요..(안받으셔도 돼욤)
summer160817 | 2025-03-13 | 저눈물흘렸어요😭
gimdohyeon2813 | 2025-03-20 | 젼언니 예뻐요.
seonutv | 2025-04-01 | 젼언니 근데 초대 어떠게 하는거죠?😮
bagjaemin6201 | 2025-04-05 | 사랑해요 ㅠㅠㅠ
nanyunada | 2025-04-06 | 누구없지엄마몰래결재📇📇📇📇📇📇🃏🃏🃏🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪🪪
ayeon06_10 | 2025-04-16 | 온니 연기 너무 잘해여!
ain486486 | 2025-04-16 | 왜 연기 잘하는 건데
qwer_150617 | 2025-04-27 | 갬동😢
qwer_150617 | 2025-04-27 | 운니 저 노래 콩쿨에서 은상 받았는데 고정해주면 안대?
hdgdvjg | 2025-05-02 | 연기 진짜 잘해용!!
hdgdvjg | 2025-05-02 | 저한테도 글달아 주세요❤️
rhino.19760 | 2025-05-09 | 노래가 저렇게 좋은데 떨어지다니..
hyo.won0225 | 2025-05-09 | 저러면 강쥐도 바뀌는거 아님?"
2024-01-26,1.4만,요청많던 [나쁜엄마들] 몰아보기😍 수정됨 · 78주,"#릴스, #코믹, #유머, #코미디, #공감, #드라마#패러디, #영화, #1인다역, #베드맘스","seonmi_ce.es | 2025-07-08 | 저희아들 유치원 나와서 더 반갑네요 ㅋㅋㅋ
soyul150102 | 2025-07-06 | ㅋㅋㅋㅋ
soyul150102 | 2025-07-06 | 젼언니 홧팅❤️
soyul150102 | 2025-07-06 | 연기 대박이예용👏
heejung91927414 | 2025-07-01 | 전언니 곧 드라마 출연 제의 들어오겠어요 돈방석에 앉겠다 전언니 끼가 부러워요
nallbe_official | 2025-06-27 | ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
33angel_line | 2025-06-23 | 과일사러갔는데 저보고 전언니닮았어
이러셔서 알게되었는데 구독하게 되었네요 🙌
____je.zz | 2025-06-20 | 5주좋아요 6개답글 달기
gohaeun55 | 2025-06-18 | 루피 케이크 먹어주세요! 24트❤️
dragonkiju_mom | 2025-06-15 | 아씨 왜 난 이걸 이제 보고 울고 있는거임😢 아니 은근 고퀄이네여 이거 진짜.. 티비에 방영해라! 방영해라!
jeong_jiyeong6999 | 2025-06-11 | 😂❤️
isomin343 | 2025-05-29 | 저 이거 보고 폭풍요열함요ㅠㅠ
jeong_jiyeong6999 | 2025-05-24 | 😍😍
jeong_jiyeong6999 | 2025-05-24 | 😍😍
jeong_jiyeong6999 | 2025-05-24 | 넘웃겨요
jeong_jiyeong6999 | 2025-05-24 | 이뿐얼글인데요 코믹인가요
s2seowoo | 2025-05-22 | 젼언니 알게 된 지 얼마 안돼서 그 땐 몰랐는데 야당 삼겹살집에서 봤어요!!!! 몰랐지만 메이크업이랑 머리색이랑 등등 얼굴이랑 기억에 남아서 이 릴스보규 젼언닌거 알아쒀요!
memy__o | 2025-04-28 | 애기흉내내는거너무기엽고사랑스러운것🥰그부분만두번봄 으악기요워
s2seowoo | 2025-04-20 | 헉 파주다!? 집앞이다!
5u_.he3 | 2025-04-20 | 젼언니가 만든 스토리이야기들은 너무 감동적이야 ㅠㅠㅠㅠ 모아보기 넘무 다 재밌어 운니!! 나 요즘 최애 유튜버가 젼언니야앙😍언니 쇼츠 항상 정주행하고 있어!! 넘 재밌어서!! 맛있는 과일사고 많이 만들어줭🥰🥰
jeong_jiyeong6999 | 2025-04-17 | 윙 ㅋㅋ 멋지네요 😂
parkminjoon0705 | 2025-04-16 | 인생 열심히 사셨네요! 첫쪽이 어머니 멋지십니다!
zencohair_yuhee | 2025-04-01 | 전둥이엄마안경정보줌요 ㅎㅎ
lcy_130214 | 2025-03-14 | 저 편지 디엠으로 썼는데 봐주세요!
j.ae_kiwi | 2025-03-13 | 감동😢
lee.gun_12 | 2025-02-24 | 성형외과 의사면 능력 ㄱ지리는데
thorgr89 | 2025-02-23 | 이 분 실제로 성형외과 의사이신가용😮?
mjiyun1006 | 2025-02-05 | 왤케 슬퍼요?..😢❤️❤️
zi.iyn_ | 2025-02-03 | 어캐 이게 한사람이여...대단해
yunhoo_0128 | 2025-01-31 | 엉덩잉에 충전기를ㅋㅋㅋㅋ
gimseou133 | 2025-01-17 | 아젼언니~진짜 대박 너무 이뻐 진짜 그리고 여기는 왜캐 잘 해 진짜 미쳤당 진짜 와 배우 같아유~♡^^진짜 요리도 잘하고 연기 도 잘 하고 못 하는게 뭐양~진짜!!!!😢😍👏❤️🔥🙌😮😂👏👏👏👏👏👏❤️🔥😍😢ㅎㅎ
k990815 | 2025-01-17 | 젼언니ㅜㅜ 이거 왜케 재밌어요~~~저 영상 보면서 완전 펑펑 울었잖아요ㅠㅠ 세상의 모든 엄마들 화이팅❣️❣️❣️
wingwing_mom | 2025-01-16 | ㅋㅋㅋㅌ 진짜 잘 만들었네요
choeyomi46 | 2025-01-14 | 이거 진짜 드라마로 나와도 재미있을듯
s__h.ee_ | 2025-01-14 | 헐 너무재밋어요…이드라마 결제할게요!!!!
food_.home_made | 2024-12-29 | 역시최고
whew_0121 | 2024-12-29 | 남편한테 전화왔다 ㅅ1ㅂr부터 뿜었어요ㅋㅎㅋㅎㅋㅎㅋㅎ
ingdaon9 | 2024-12-28 | ㅠㅠㅜㅜ
ingdaon9 | 2024-12-28 | 힘들겠다
meritz_in | 2024-12-24 | 아 귀여워ㅋㅋ
kil_calli | 2024-12-20 | ❤️❤️❤️❤️❤️
choihojun220726 | 2024-12-09 | 😮
jyoni_lol | 2024-12-03 | 빵 먹는척 하면서 ㅃ큐 웃기다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
occilu | 2024-11-20 | ❤️
y_showroom79 | 2024-11-18 | 와우 정말대단해요 1인다역👍👍 연기력도각자캐릭이있고 보는내내 대단하다는말만했어요 최고예요♡
c___ddong | 2024-11-15 | 젼언니 대만 투명한 떡 ? 올챙이 떡 ? 만들어주세요 😂😢🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻
iroun1004 | 2024-11-09 | 젼쬭이 얼굴에 파수타 무든거 귀엽슴니다
chae_1_k | 2024-11-03 | @soweon_k 아놔 짧은건줄 알고 봤는데 겁나 드라마야ㅋㅋㅋㅋㅋㅋ재미쓰 봐바ㅋㅋㅋ
cha_cha_.123 | 2024-10-30 | 으앗ᆢ 2024연기대상 강추에용👏👏👏👏👏😍😍
sumi83071 | 2024-10-25 | 진짜 재미 있어요❤️❤️❤️👏👏👏👏👏
abigail.nge | 2024-10-25 | 사랑이 가득한 하루 되세요
d.an_bee | 2024-10-24 | ㅋㅎㅋㅎㅋㅎㅋㅎㅋ
boeonq | 2024-10-24 | 오나도늦은적있는데!
muncaeweon47 | 2024-10-24 | 명란젓 꿀맛 인정 ㅋㅋㅋ
suwan6327 | 2024-10-13 | 너무재미있어요
suwan6327 | 2024-10-13 | ㅠㅠㅠㅠ 젼언니요즘에 내가전쪽이많이보고싶었어요ㅠㅠ 전쪽이영상도 많이 넜어주세요!!!!ㅠ
meenymunimoon | 2024-05-30 | 😢😍
ahan_1225 | 2024-05-28 | 60주좋아요 1개답글 달기
번역 보기
ahan_1225 | 2024-05-28 | 재밌어요 🔥
_sxo.1h | 2024-05-16 | 용과사고안하셨으면 해주세요!!! 1틍🤭
lobeyle | 2024-05-15 | 재밋당
1u.zy0n | 2024-05-11 | 언니 ㅠ
바나나사고 해주라 ㅠ
kimi.xi_ | 2024-05-09 | 63주좋아요 1개답글 달기
y.xomi | 2024-04-30 | 언니 편의점에서도 망고사고 같은거 팔아 음류수로
h.xn1v | 2024-04-25 | 저 하트 5500개 만들었어요 젼언니 !!
__double.d_ | 2024-04-25 | 젼쪽이가 저희 딸이랑 같은 유치원에 다니네용😮😆
hx_nsy | 2024-04-22 | 밀을 쓰지 말라하면 뭐로 만들어요호….
miniarr_tej | 2024-04-22 | Look like Jessi ❤️
_yuki_0220 | 2024-04-21 | 와 ..대단하시다
dada_mijin | 2024-04-18 | 어머 눈물날뻔!!! 너무 재밌게 봤습니다!!!😍
spring_1217 | 2024-04-17 | 대박..👏👏👏
love1023737 | 2024-04-16 | 열정이 느껴진다ㄷㄷㅋㅋ
faiderchips | 2024-04-16 | 존잼
ha_ni__96 | 2024-04-16 | 펜트하우스?ㅋㅋ
rolen0429 | 2024-04-15 | 👏👏👏👏너무 잼나욧! 시간가는줄 모르겠어요~
12_u0900 | 2024-04-14 | 겁나 재밌어요 이런거 계속 해주세요!!!
young_joo_8528 | 2024-04-09 | 저 주책맞게 마지막에 눈물글썽😂😂😂
nanayou00 | 2024-04-05 | 너무. 귀여워ㅠㅠㅠㅠㅠ
lilliopppq | 2024-03-23 | 배드맘스??
mintlove61 | 2024-03-15 | 너무나 재밌게 보고 있습니다ㅎ 하지만 편집하실때 힘드시겠어요ㅠ 언제나 노력하시는 젼언니 응원합니다^^😍
se_n.oy | 2024-03-12 | 시리얼 사고 해듀
airforceone_3 | 2024-03-12 | 박민영!!!!
bit__na91 | 2024-03-12 | 넘재밋어요 ㅋㅋㅋㅋ
bit__na91 | 2024-03-12 | ㅋㅋㅋㅋㅋ
s.0yxul | 2024-03-10 | 꺆아아아아아ㅏ아아 언니 짱 머시써어어
ssoojoo | 2024-03-10 | 너무재미떀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2ju_100ja | 2024-03-09 | @_aa_su 연기를 너무 잘해 ❤
arimi._.00_official | 2024-02-28 | 하.. 잼민인데 마지막애 울었어요
m.ins.eopar.k | 2024-02-28 | 와 징짜 미쳣다 완전 대박이잖아??
lruri1013 | 2024-02-24 | 웅니 젼쪽이 어디 있어용?
luvk2 | 2024-02-24 | 배우출신이신가요? 연기도 잘하시고 편집도 대박이고 진짜 갬동스럽게 봤어요 👏👏👏
urmyw0nderwa1l | 2024-02-22 | 존잼
love._.poko | 2024-02-19 | 젼쪽이 갸기엽벙 (σ^∀^)σ
nm_yxn | 2024-02-17 | 걍 배우 하세요
gjhu.ds123 | 2024-02-13 | 쌀국수 사고3트
l.sy1102 | 2024-02-13 | 젼쪽이 너무 귀여워요 😍😍
perry_is_meee | 2024-02-12 | 진짜 다시 봐도 재밌네요! 시즌2 기대됩니다ㅋㅋ
sy0_814 | 2024-02-12 | 완전내 내스타일👏👏
sy0_814 | 2024-02-12 | 젼언니 너무 재밌어요🙌🙌🙌❤️❤️❤️
young_imy | 2024-02-10 | 너무 재밌어요👏👏👏"
